,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10),env_slopesolar,env_levelsolar,match_solar,watt
55,10.9,28.6,0.0,0.9,56.6,14.4,29.94,4.1,5099.157142857143,4902.642857142856,2138.888888888889,224.91866666666658
56,15.3,27.8,0.0,0.9,77.3,14.4,20.51,7.9,4828.125994694959,4678.75044208665,5447.222222222223,208.53295859121724
57,19.7,30.9,0.0,1.0,76.6,14.4,26.91,3.8,6634.993589743591,6386.265151515151,4861.111111111111,280.10659615384617
58,17.6,31.1,0.0,0.9,72.3,14.4,23.12,6.8,5497.448717948719,5296.942307692308,4836.111111111111,233.12719123931626
59,19.5,30.0,2.5,0.9,77.9,14.4,18.19,8.4,3890.884615384615,3743.75641025641,5416.666666666667,167.94980128205128
60,17.4,29.0,0.0,0.8,71.3,14.5,25.85,4.1,6320.282051282051,6085.910256410256,5233.333333333334,268.357235042735
61,14.1,32.2,0.0,0.7,63.6,14.5,28.59,0.1,6510.096153846153,6283.141025641026,6338.888888888889,268.4492008547009
62,14.3,33.1,0.0,0.8,67.6,14.5,29.42,1.1,6668.698717948718,6432.096153846155,6441.666666666667,274.30412713675213
63,18.3,32.8,0.4,0.9,75.8,14.5,25.34,6.0,5230.512820512821,5017.141025641025,4988.888888888889,223.84476495726494
64,20.7,31.2,3.2,0.8,85.9,14.5,17.84,7.5,4794.711538461538,4578.653846153847,6366.666666666667,198.69267521367522
65,21.7,30.2,11.2,0.9,87.5,14.5,18.63,8.4,3671.371794871795,3509.0384615384614,2250.0,166.49261004273504
66,20.8,27.2,39.6,0.6,91.9,14.5,9.64,9.4,3846.8974358974356,3677.608974358974,6411.111111111111,170.2239775641025
67,20.0,29.1,11.6,1.2,90.9,14.5,13.21,8.6,4524.987179487179,4336.01282051282,5244.444444444445,190.63071153846155
68,17.3,30.4,0.0,0.8,75.1,14.5,28.37,4.3,6536.74358974359,6270.52564102564,5941.666666666665,273.56953525641023
69,16.7,31.8,0.0,0.8,64.9,14.5,28.86,5.3,6583.448717948718,6313.378205128206,6247.222222222223,281.1356698717948
70,16.1,26.7,0.5,0.6,77.9,14.5,16.24,9.5,3357.641025641026,3217.525641025641,5141.666666666667,146.35351175213677
71,16.6,20.4,38.5,0.7,95.9,14.5,3.73,10.0,1449.198717948718,1383.294871794872,3038.888888888889,65.34629059829062
72,17.6,29.2,2.2,1.1,77.1,14.5,24.97,4.0,6211.551282051282,5949.884615384615,4836.111111111111,269.1779914529915
73,18.2,28.6,0.0,0.6,80.4,14.5,17.62,6.3,5017.403846153846,4810.75641025641,6052.777777777777,204.89986965811966
74,17.7,29.2,0.0,0.9,78.8,14.5,24.86,3.5,6682.692307692308,6402.493589743591,6447.222222222223,283.45621688034186
75,15.6,30.0,0.0,1.2,76.4,14.5,29.15,1.4,6986.384615384615,6698.647435897436,6524.999999999999,287.78482905982906
76,16.3,30.5,0.0,0.8,75.1,14.5,28.16,5.5,6467.839743589743,6194.897435897436,4052.7777777777774,271.45856196581195
77,19.2,24.7,26.9,0.3,92.8,14.5,5.89,9.4,764.4615384615385,725.9487179487179,708.3333333333334,33.475813422688425
78,21.2,25.2,2.9,0.8,94.9,14.5,7.24,9.4,1166.0320512820515,1111.3525641025642,1680.5555555555554,53.38135256410258
79,19.1,30.7,0.0,1.0,76.4,14.5,29.37,4.3,5703.217948717947,5460.044871794872,4186.111111111111,237.47550641025634
80,19.1,30.2,0.0,0.6,82.1,14.5,20.7,6.3,4645.5,4443.628205128205,5466.666666666667,196.15908974358973
81,20.1,31.4,0.0,0.8,78.5,14.5,28.2,2.8,4738.564102564103,4534.660256410257,6191.666666666666,201.1975833333333
82,19.7,25.3,92.6,1.0,92.3,14.5,4.96,9.0,1183.2820512820513,1126.0705128205125,1880.5555555555557,52.3987532051282
83,19.4,26.7,2.1,2.9,77.0,14.5,26.48,5.6,4613.935897435897,4409.461538461539,1841.6666666666667,206.41013247863248
84,18.6,27.5,0.0,0.8,77.4,14.5,18.61,5.8,3447.8589743589737,3295.833333333333,2486.111111111111,149.36961752136756
85,16.5,27.1,0.0,0.6,81.4,14.5,15.12,8.3,4964.948717948718,4751.24358974359,5213.88888888889,214.9764252136752
86,18.1,21.3,10.4,0.8,91.4,14.5,4.98,9.3,1527.0128205128206,1457.3525641025642,5338.88888888889,64.13582799145298
87,17.2,25.1,0.0,0.5,84.5,14.5,13.16,8.3,2798.9615384615377,2689.070512820513,5647.222222222223,131.93682371794873
88,19.3,27.1,0.0,0.5,83.8,14.5,16.67,8.5,4188.567016317016,4041.7692307692305,5133.333333333332,191.39622824397827
89,18.9,24.0,0.0,0.3,92.8,14.4,5.14,9.3,2138.3333333333326,2055.596153846154,4600.0,99.25864636752137
90,21.8,30.1,0.0,1.0,84.9,14.4,24.76,5.0,4258.121794871795,4104.262820512819,3527.777777777778,190.42629273504275
91,20.8,30.2,0.0,0.9,80.3,14.4,23.96,5.8,4956.7692307692305,4771.403846153847,5430.555555555555,219.3980267094017
92,18.8,27.3,2.6,1.1,90.6,14.4,9.32,7.3,3107.0000000000005,2993.1089743589746,6155.555555555557,140.92518803418804
93,21.7,28.7,62.6,1.0,91.6,14.4,12.73,9.2,3001.1987179487182,2890.166666666667,4150.0,134.06486965811968
94,21.7,29.7,0.0,1.1,87.3,14.4,15.78,0.0,4115.974358974358,3960.185897435897,4297.222222222223,181.92535256410258
95,19.3,22.1,71.0,0.9,95.1,14.4,4.07,0.0,618.2820512820513,587.5897435897436,1194.4444444444446,27.43938888888889
96,18.5,20.2,121.1,0.6,98.9,14.3,3.36,8.3,869.4038461538461,828.6474358974359,936.1111111111112,44.2079626068376
97,18.8,23.1,7.9,1.0,96.3,14.3,6.85,7.9,1304.2307692307693,1248.2884615384617,2758.333333333334,63.458775641025646
98,18.7,21.7,7.5,0.5,97.8,14.3,6.36,7.8,1427.4423076923078,1367.5384615384614,5505.555555555557,58.16048183760684
99,18.2,28.2,0.0,0.8,83.1,14.3,24.37,3.8,7013.8141025641025,6737.910256410256,6052.777777777778,301.55609722222215
100,18.8,29.4,0.0,0.9,81.9,14.3,23.65,5.8,6688.474358974358,6424.833333333333,4844.444444444444,285.80571688034183
101,18.7,25.7,0.0,0.7,84.8,14.2,13.39,8.5,3910.7948717948716,3756.128205128205,4841.666666666666,170.88669337606837
102,20.7,26.2,6.6,0.7,94.1,14.2,5.3,9.6,1048.974358974359,1001.8269230769229,1930.5555555555557,50.215195512820515
103,23.8,30.2,0.7,1.4,88.0,14.2,14.18,8.9,2638.0833333333335,2533.3141025641025,1266.6666666666665,118.90974786324789
104,22.0,29.6,8.3,0.7,84.4,14.2,18.14,9.1,4368.705128205129,4204.782051282051,5141.666666666667,188.49022222222223
105,22.1,25.1,36.1,0.5,95.3,14.2,5.43,10.0,1056.0961538461538,1007.6346153846156,955.5555555555555,48.21715277777778
106,21.7,23.7,102.8,1.2,96.8,14.1,2.75,9.5,436.4807692307693,411.5897435897436,675.0,21.88407264957265
107,20.0,22.7,9.3,1.2,92.5,14.1,3.21,7.7,593.4102564102565,562.8461538461538,2255.5555555555557,29.270212606837614
108,19.8,24.5,5.2,0.5,95.6,14.1,6.92,5.3,2036.2756410256409,1950.8525641025642,4147.222222222223,90.47854166666666
109,20.2,28.8,0.0,0.9,81.3,14.1,26.09,7.0,3649.179487179487,3514.6410256410254,3494.444444444445,161.93239743589746
110,19.7,25.2,41.4,0.5,94.9,14.0,4.72,9.9,1262.0,1205.2307692307693,1597.2222222222222,56.34979807692307
111,22.0,28.9,21.9,0.7,94.9,14.0,10.02,9.4,1055.3076923076924,1006.4166666666665,1577.7777777777778,50.33819017094016
112,23.2,27.4,23.7,0.4,95.6,14.0,6.66,9.1,615.4038461538462,584.1730769230768,1350.0000000000002,26.146959401709402
113,21.8,30.8,48.4,0.8,93.8,14.0,9.48,7.7,1431.4358974358975,1352.916666666667,3422.222222222222,63.499866064491066
114,22.4,31.3,0.0,0.8,88.3,13.9,18.24,8.6,3920.9871794871797,3751.955128205128,3105.555555555555,171.18659508547006
115,23.3,31.1,0.0,0.9,85.1,13.9,18.52,8.6,3814.076923076923,3651.480769230769,1980.5555555555557,169.59624893162393
116,24.5,31.4,0.0,1.3,84.6,13.9,17.79,8.3,2926.852564102564,2802.0064102564106,955.5555555555557,130.09415705128202
117,24.7,30.4,0.0,1.2,84.9,13.9,14.3,7.9,2931.6858974358975,2803.769230769231,747.2222222222222,130.93909935897437
118,23.2,31.2,0.0,1.0,85.8,13.8,21.08,5.8,3348.019230769231,3194.999999999999,2338.8888888888887,153.12482051282052
119,24.3,29.5,26.6,1.1,90.4,13.8,12.96,8.6,1003.8141025641025,955.1346153846154,1872.2222222222222,46.95229487179487
120,25.8,27.8,11.8,1.6,89.3,13.8,5.83,9.0,1084.6858974358975,1032.2115384615386,2069.4444444444443,51.11474038461538
121,23.4,27.3,90.3,0.8,95.0,13.7,4.13,10.0,302.23717948717945,280.6858974358974,1519.4444444444446,15.02103952991453
122,23.6,26.3,107.5,1.1,94.4,13.7,2.83,9.4,213.03846153846155,196.51923076923077,925.0,10.050446581196582
123,24.3,30.6,1.1,1.6,84.6,13.7,21.88,6.3,5951.423076923078,5687.1474358974365,677.7777777777777,135.72505128205128
124,24.7,28.0,68.9,1.2,95.3,13.6,4.73,8.8,887.5641025641024,843.1730769230768,2433.3333333333335,0.0
125,25.5,29.8,21.9,1.2,89.8,13.6,9.37,8.0,2851.442307692308,2726.557692307692,1941.6666666666667,0.0
126,25.6,30.9,1.8,1.0,88.6,13.6,12.22,7.4,2610.0576923076924,2495.4679487179487,2302.7777777777774,0.0
127,24.2,32.7,0.0,1.2,84.5,13.6,20.7,4.8,4484.185897435898,4273.961538461538,2611.1111111111113,0.0
128,26.1,32.2,0.0,1.5,82.5,13.5,22.83,4.8,4754.423076923077,4531.826923076923,1797.2222222222224,0.0
129,25.3,34.5,0.0,1.3,79.4,13.5,25.5,3.4,6105.653846153847,5815.083333333332,1138.888888888889,0.0
130,23.2,33.3,0.0,1.0,81.5,13.5,25.36,3.8,6317.294871794871,6013.403846153847,4011.111111111111,0.0
131,24.5,34.8,0.0,0.8,81.3,13.4,25.08,3.4,6302.3525641025635,6010.1025641025635,4763.888888888888,0.0
132,23.5,35.0,0.0,0.9,79.5,13.4,25.53,0.8,5982.775641025641,5707.115384615385,5436.11111111111,0.0
133,23.0,35.2,0.0,0.7,78.5,13.4,25.98,1.1,6303.339743589743,6004.948717948719,5538.888888888889,0.0
134,22.6,35.7,0.0,0.8,77.4,13.3,25.89,0.8,6149.153846153846,5855.282051282053,5533.333333333333,0.0
135,23.3,32.9,0.0,0.9,80.8,13.3,21.78,3.5,4337.25,4148.147435897436,3852.777777777778,0.0
