,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10),env_slopesolar,env_levelsolar,match_solar,watt
29,-10.9,-4.5,0.0,3.1,39.3,9.6,11.11,1.3,2424.266680583098,1848.3957902793725,3033.333333333334,130.57283961076283
30,-6.5,0.3,0.1,0.6,64.4,9.6,4.53,8.9,819.1760811327974,840.3253557387886,908.3333333333334,53.68836319722664
31,-0.7,3.8,0.0,1.2,65.4,9.6,3.47,7.9,365.3034199631215,401.0354451518631,594.4444444444445,25.27239207018941
32,-3.4,4.6,0.0,1.7,56.9,9.7,10.1,0.0,2126.004790731656,1667.150168736736,2752.777777777778,115.4316103320422
33,-2.8,6.1,0.0,1.9,50.8,9.7,9.29,2.1,1995.3792540792542,1582.5286713286714,2380.5555555555557,110.05944669276386
34,-3.2,6.6,0.0,1.1,45.6,9.7,9.1,3.9,2378.1853146853146,1941.4452214452215,2561.111111111111,124.1590530476893
35,0.6,4.6,1.8,3.1,65.4,9.7,2.03,9.8,348.0871727336169,380.9577267406284,505.5555555555556,24.681729016976842
36,4.2,7.7,46.3,4.0,95.0,9.7,0.75,10.0,98.44617819990955,110.89687924016282,113.88888888888889,8.519275790583157
37,-0.4,8.9,11.6,3.3,86.1,9.7,1.84,9.6,593.1735274675573,633.6402602372751,716.6666666666666,39.34939035054133
38,-3.1,2.0,0.0,2.3,65.3,9.7,9.14,1.6,2354.87972027972,1880.611655011655,2516.6666666666665,128.46500919620226
39,-4.3,4.2,0.0,1.5,62.9,9.8,9.39,3.1,2054.022414044289,1673.0604967948718,2827.777777777778,115.51108327025014
40,-2.6,3.9,0.0,1.9,60.9,9.8,10.13,3.6,2101.8520223661085,1678.5618745475088,2730.5555555555557,118.1027842533714
41,-3.5,2.8,0.0,2.4,61.5,9.8,10.33,3.6,2084.327505827506,1702.9307692307696,2836.1111111111113,118.07307319557108
42,-4.7,0.2,0.0,2.3,51.0,9.8,11.15,1.4,2595.4274640782105,1998.2217652993772,3013.8888888888882,141.8821005109546
43,-5.7,2.6,0.0,1.6,45.3,9.8,10.06,1.0,1975.6312354312354,1643.5328671328668,2549.9999999999995,113.47168174592079
44,-6.4,2.2,0.0,1.9,44.8,9.9,11.6,0.1,2582.017351398601,2020.8070002913755,3219.4444444444443,139.0700938982009
45,-5.5,3.2,0.0,1.6,43.0,9.9,10.75,5.0,2450.5086247086247,1954.2799533799534,2905.555555555555,133.55731059424502
46,-4.8,4.9,0.0,1.5,43.9,9.9,9.85,4.8,2104.074475524476,1726.7588650932398,2672.222222222222,119.88452513154145
47,-4.1,5.9,0.0,1.8,48.1,9.9,11.38,2.1,2631.2772494866244,2057.0901466588966,3091.6666666666665,139.73248435141252
48,-0.4,5.3,0.6,2.2,62.8,9.9,6.08,4.8,1417.2717705180394,1305.5811084437948,1736.1111111111113,85.67150801796517
49,-3.3,5.5,0.0,2.5,46.8,10.0,10.24,2.3,2463.6550505050504,2049.3325629231877,2727.777777777778,132.4848331992149
50,-5.6,5.5,0.0,1.4,36.9,10.0,11.55,2.9,2561.8727928321673,2037.8663024475525,3155.555555555556,135.95606334520193
51,-0.1,7.8,0.0,1.7,36.0,10.0,6.8,7.8,1015.772657690568,919.4643182687959,961.1111111111111,62.09981600839849
52,0.0,9.9,0.0,2.0,49.3,10.0,10.73,3.4,2499.3644085081582,2022.4671401515154,2916.6666666666665,135.2526116621938
53,-1.3,7.4,0.0,1.7,63.0,10.1,10.53,3.0,2408.6137529137536,2038.4755244755245,3022.2222222222217,133.98639467853675
54,0.6,8.8,0.0,1.5,63.1,10.1,7.86,7.4,1702.0002996934252,1600.9632362020575,2044.4444444444443,96.14974677836888
55,-0.2,11.9,0.0,2.7,56.3,10.1,11.21,5.8,2661.5288244094218,2159.8317364227814,3022.222222222222,143.89392318260545
56,4.8,7.5,0.1,4.6,48.1,10.2,2.76,9.5,452.4916327453641,490.3068747173225,622.2222222222222,29.940357237213142
57,4.3,9.9,0.0,2.6,49.4,10.2,3.98,7.3,1422.808318764569,1373.4722465034963,1997.2222222222224,87.4396879121769
58,3.2,9.6,0.0,2.1,46.4,10.2,7.3,6.6,2698.5192744755245,2334.974060314685,3166.6666666666665,150.99698321714087
59,1.4,10.4,0.0,1.8,47.0,10.3,9.24,4.0,2586.2782196969692,2173.415552156178,2752.777777777778,136.60885124621234
60,1.4,8.9,0.0,2.3,59.6,10.3,9.41,4.8,2474.830180826636,2023.579179822044,1980.5555555555552,141.16810173981696
61,-1.2,7.6,0.0,1.7,66.6,10.3,7.17,3.4,1492.3131952576111,1268.5466798399686,1705.5555555555557,86.82424759373147
62,-2.1,5.3,0.0,1.8,52.3,10.3,8.39,6.1,1865.1773674242427,1765.2545527389275,2522.2222222222226,110.0664989010591
63,-2.9,3.0,0.0,3.1,43.6,10.4,13.56,1.5,2980.520833333333,2398.149801587302,3502.7777777777774,163.65650654122854
64,-6.0,3.9,1.7,2.8,50.3,10.4,10.01,3.9,2931.9776535852143,2491.7350139331993,3330.5555555555557,161.47885560432962
65,-11.0,-4.9,0.0,3.3,37.3,10.5,14.82,0.0,3479.5716299381625,2800.9298384635076,4041.6666666666665,195.43307042920722
66,-11.8,0.4,0.0,1.9,36.4,10.5,13.97,0.9,3211.210727573003,2675.0476817997724,3811.1111111111113,178.82145199343242
67,-7.2,2.2,0.0,2.0,45.1,10.5,10.14,8.9,2185.0741190820827,2060.849385314506,2847.2222222222226,127.67494090679466
68,-2.3,3.7,0.0,3.0,48.1,10.6,13.89,2.5,3169.5595052590547,2645.1174072078406,3744.444444444444,180.1359702165526
69,-5.6,4.1,0.0,2.0,51.1,10.6,14.33,2.8,3271.438030372405,2764.057753357753,3952.777777777778,183.11351244620198
70,-0.7,9.6,0.0,1.7,49.4,10.6,14.22,1.1,3227.904860971884,2719.7424441550133,3861.111111111111,178.81404932560417
71,-0.5,14.6,0.0,1.6,37.0,10.7,10.91,2.3,3337.088967384707,2815.2091648861747,3908.3333333333335,183.11404353005761
72,6.5,8.2,6.7,2.2,73.4,10.7,2.86,9.9,0.0,0.0,0.0,0.0
73,4.9,8.7,0.0,1.7,84.8,10.7,6.43,9.1,0.0,0.0,0.0,0.0
74,3.2,14.7,0.0,1.2,70.3,10.8,13.13,2.1,2938.147975485018,2521.441050419317,3433.333333333333,163.41402357567756
75,6.2,15.6,2.0,2.7,63.0,10.8,8.77,5.8,0.0,0.0,0.0,0.0
76,-4.3,7.7,13.4,4.0,81.1,10.8,4.14,8.9,0.0,0.0,0.0,0.0
77,-7.1,-3.9,1.0,3.4,64.3,10.9,7.08,6.5,0.0,0.0,0.0,0.0
78,-8.3,1.3,0.0,2.3,44.0,10.9,16.78,0.0,3614.88739277163,3068.729265305793,3755.5555555555557,219.85866633506743
79,-4.4,6.4,0.0,1.5,56.8,11.0,12.13,6.0,71.62087912087912,76.73076923076923,394.44444444444446,4.803533515619722
80,-0.6,10.8,0.0,1.7,62.6,11.0,13.71,2.5,2991.9548171476413,2633.34870612047,3786.1111111111113,171.7949148388266
81,2.1,10.9,4.2,2.2,66.3,11.0,6.5,9.3,336.09520239880055,362.33958020989496,266.6666666666667,19.779835918968345
82,0.0,7.9,3.1,4.0,62.0,11.1,9.06,5.9,0.0,0.0,0.0,0.0
83,-2.5,8.0,0.0,2.0,48.6,11.1,17.37,0.9,3873.411126187246,3327.8570782451375,4616.666666666667,224.59551483777534
84,0.8,12.2,0.0,1.6,51.8,11.1,13.21,7.0,3085.017412935323,2886.7976028946177,3736.111111111111,175.62831517297175
85,4.7,9.4,16.6,4.2,73.5,11.2,4.11,7.5,666.0861601085483,711.2892356399819,608.3333333333334,44.711999662843745
86,2.8,10.4,0.0,2.1,59.6,11.2,10.45,5.3,3612.4853007688826,3219.578018995929,4355.555555555556,203.14134118786717
87,1.3,12.5,0.0,2.0,54.0,11.3,16.77,2.6,3240.349163274536,2891.3113975576657,4805.555555555556,179.0193585740479
88,3.6,5.9,3.9,1.4,79.4,11.3,2.41,9.8,410.3480325644505,461.5002261420172,744.4444444444445,28.49863526748039
89,4.5,13.0,0.5,1.7,68.6,11.3,17.12,3.0,3978.630936227951,3492.1530981456353,3591.666666666667,217.55512230120462
90,3.2,10.1,0.2,2.0,71.8,11.4,5.4,8.1,1186.3706467661693,1266.041383989145,2005.555555555555,72.88283304468003
91,0.0,7.6,0.0,2.7,55.3,11.4,17.08,1.6,4298.014796149125,3802.706963020395,4802.777777777778,234.91872078919295
92,0.3,10.5,0.0,2.6,57.0,11.5,10.62,6.5,0.0,0.0,0.0,0.0
93,-1.3,4.6,0.0,3.7,53.4,11.5,10.41,5.1,0.0,0.0,0.0,0.0
94,-2.8,6.3,0.0,2.5,47.5,11.5,19.25,0.0,0.0,0.0,0.0,0.0
95,-2.5,10.1,0.0,1.6,46.8,11.6,16.82,2.5,0.0,0.0,0.0,0.0
96,1.3,14.2,0.0,2.0,39.5,11.6,13.0,5.4,0.0,0.0,0.0,0.0
97,2.3,16.9,0.0,1.6,43.8,11.7,18.27,0.3,0.0,0.0,0.0,0.0
98,4.8,17.6,0.0,1.8,37.6,11.7,14.19,6.5,0.0,0.0,0.0,0.0
99,3.2,10.8,11.8,2.8,78.4,11.7,2.72,7.5,0.0,0.0,0.0,0.0
100,0.0,8.3,0.0,3.3,41.8,11.8,20.72,0.0,0.0,0.0,0.0,0.0
101,0.2,13.3,0.0,2.5,49.8,11.8,14.32,4.0,0.0,0.0,0.0,0.0
102,-0.1,8.7,0.5,3.3,41.0,11.9,17.82,6.6,0.0,0.0,0.0,0.0
103,-2.7,8.6,0.0,3.0,48.1,11.9,18.6,2.1,0.0,0.0,0.0,0.0
104,0.2,8.5,0.0,3.6,48.3,11.9,17.29,3.1,0.0,0.0,0.0,0.0
105,-2.1,9.1,0.0,2.8,42.4,12.0,21.18,1.0,0.0,0.0,0.0,0.0
106,3.1,12.3,0.0,2.1,65.8,12.0,6.89,4.8,0.0,0.0,0.0,0.0
107,2.7,17.0,0.0,1.8,45.8,12.1,20.66,0.0,0.0,0.0,0.0,0.0
108,5.8,12.1,0.0,4.8,49.0,12.1,15.51,3.4,0.0,0.0,0.0,0.0
109,3.1,14.0,0.0,3.1,39.6,12.1,20.58,0.4,0.0,0.0,0.0,0.0
110,7.9,19.5,0.0,2.0,56.5,12.2,14.83,6.9,0.0,0.0,0.0,0.0
111,6.1,16.5,0.0,3.0,37.5,12.2,22.54,0.1,0.0,0.0,0.0,0.0
112,5.4,17.0,0.0,1.9,37.9,12.3,20.72,0.0,0.0,0.0,0.0,0.0
113,5.3,17.9,0.0,1.8,35.0,12.3,21.06,0.0,0.0,0.0,0.0,0.0
114,6.1,19.2,0.0,1.9,33.6,12.4,19.29,4.0,0.0,0.0,0.0,0.0
115,8.1,20.6,1.8,1.9,53.8,12.4,11.97,6.9,0.0,0.0,0.0,0.0
116,6.7,15.8,2.0,3.3,56.4,12.4,17.04,5.1,0.0,0.0,0.0,0.0
117,4.5,12.8,0.0,3.2,17.9,12.5,19.87,5.1,0.0,0.0,0.0,0.0
118,1.3,16.1,0.0,2.0,30.6,12.5,23.12,1.5,0.0,0.0,0.0,0.0
119,4.3,16.9,0.0,1.8,38.4,12.5,22.73,0.9,0.0,0.0,0.0,0.0
120,4.7,18.6,0.0,2.0,34.5,12.6,20.68,5.5,0.0,0.0,0.0,0.0
121,6.0,17.4,0.0,3.7,35.6,12.6,19.12,3.5,0.0,0.0,0.0,0.0
122,3.4,15.5,0.0,2.3,41.4,12.7,21.25,2.6,0.0,0.0,0.0,0.0
123,5.3,16.3,0.0,2.7,53.8,12.7,22.56,1.3,0.0,0.0,0.0,0.0
124,5.0,13.3,0.0,3.4,36.4,12.8,23.33,0.8,0.0,0.0,0.0,0.0
125,1.9,13.7,0.0,2.8,29.5,12.8,24.58,0.0,0.0,0.0,0.0,0.0
126,2.9,16.1,0.0,2.4,38.3,12.8,22.51,3.5,0.0,0.0,0.0,0.0
127,6.0,16.8,0.0,2.5,56.6,12.9,19.3,2.1,0.0,0.0,0.0,0.0
128,5.2,14.2,0.0,3.5,25.5,12.9,24.86,0.0,5580.574400723655,5413.5434192673,6308.333333333334,301.99516041028147
129,4.3,14.7,0.0,2.8,44.6,12.9,24.79,1.3,5198.568068747173,5100.481004070557,5986.11111111111,282.8703280328375
130,5.8,16.8,0.0,2.4,52.6,13.0,21.07,4.8,4725.9131614654,4690.222523744912,5183.333333333333,254.07007062166053
131,6.2,16.0,0.0,2.5,63.8,13.0,19.4,4.8,4343.867140371637,4393.849180486497,4944.444444444444,235.73547202072558
132,4.4,15.6,0.0,3.8,58.6,13.1,19.25,3.1,4334.94301221167,4408.9977385798275,4463.888888888889,236.34649828395857
133,4.3,20.4,0.0,3.1,39.4,13.1,26.02,1.9,5325.573043871552,5232.859791949343,6330.555555555556,282.4846703848718
134,7.6,19.6,0.0,2.4,46.8,13.1,25.93,1.3,5613.507010402533,5510.353459972863,6475.0,293.481525417952
135,7.2,20.2,0.0,2.2,39.8,13.2,21.49,5.4,4391.941429217549,4467.726368159204,5247.222222222222,234.2001369087466
136,8.9,23.8,0.0,2.3,39.9,13.2,22.96,2.9,4817.887155133423,4872.324513794663,5852.777777777777,250.680390807892
137,10.4,15.4,6.5,2.4,77.8,13.2,4.23,9.1,1650.5006784260515,1669.878787878788,1605.5555555555557,95.62869111402973
138,8.5,19.6,0.0,2.6,67.9,13.3,23.09,2.6,5637.221619176844,5561.782451379466,6083.333333333333,300.82713435459453
139,9.5,15.5,10.3,2.7,75.8,13.3,5.25,9.5,778.855947535052,890.5298507462686,1263.8888888888887,49.086852018659904
140,7.6,13.1,0.1,3.3,73.0,13.4,7.34,7.4,2318.1408864767072,2404.922659430122,2163.8888888888887,132.8670813021816
141,4.8,10.4,0.0,4.4,49.0,13.4,23.63,3.6,5190.119176843057,5227.91067390321,5886.11111111111,286.684854396715
142,4.1,8.3,0.0,4.0,46.8,13.4,15.89,4.1,3759.3733604703757,3996.8236092265943,5061.111111111111,212.42341126429238
143,2.9,12.8,0.0,3.7,47.8,13.5,25.72,1.6,5815.13500678426,5762.6718679330625,6099.999999999999,314.5507052742499
144,4.1,14.3,0.0,3.9,55.6,13.5,26.61,1.8,5725.3281320669375,5691.305291723203,6497.222222222223,306.1112376803577
145,9.9,17.1,0.0,3.9,54.4,13.6,18.9,3.3,0.0,0.0,0.0,0.0
146,6.8,19.0,0.0,3.2,43.1,13.6,28.36,0.8,0.0,0.0,0.0,0.0
147,8.7,18.3,0.0,2.8,49.8,13.6,22.98,3.4,0.0,0.0,0.0,0.0
148,7.8,19.9,0.0,3.0,50.0,13.7,26.97,0.0,0.0,0.0,0.0,0.0
149,9.3,21.0,0.0,2.6,48.6,13.7,26.1,0.4,32.0,31.1,858.3333333333335,39.242909716705825
150,9.3,23.4,0.0,2.7,57.1,13.7,24.03,5.3,0.0,0.0,0.0,0.0
151,16.4,26.2,0.0,2.7,73.6,13.8,18.96,6.6,0.0,0.0,0.0,0.0
152,18.0,23.9,0.0,2.3,79.6,13.8,9.43,9.0,0.0,0.0,0.0,0.0
153,17.0,27.4,0.0,2.0,68.8,13.8,19.41,7.0,0.0,0.0,0.0,0.0
154,14.8,25.3,0.0,2.7,63.9,13.9,25.42,3.4,0.0,0.0,0.0,0.0
155,13.1,19.3,0.0,1.9,67.9,13.9,9.41,5.4,0.0,0.0,0.0,0.0
156,11.1,27.6,0.0,2.1,50.0,13.9,28.51,1.8,0.0,0.0,0.0,0.0
157,14.9,26.5,0.0,2.5,32.5,14.0,23.93,6.8,0.0,0.0,0.0,0.0
158,14.3,27.3,2.3,2.4,32.8,14.0,23.26,7.4,88.20338114754098,101.4313524590164,352.7777777777778,5.680580506987265
159,12.7,16.8,24.4,3.6,94.4,14.0,3.0,10.0,408.3057440072366,470.9540931705111,591.6666666666667,27.84030863794768
160,12.8,16.6,1.3,2.5,88.6,14.1,6.77,9.0,1862.2392582541838,2088.469696969697,1761.111111111111,111.34166399179338
161,12.4,22.0,3.4,3.0,61.0,14.1,22.98,8.1,4145.919945725916,4544.582994120307,5666.666666666667,220.32063100500378
162,10.5,18.9,0.7,2.9,69.4,14.1,13.6,3.3,4048.025101763908,4070.6897331524196,4275.0,224.4279463114266
163,10.2,21.8,0.0,2.8,47.3,14.1,29.7,0.6,5919.296019900497,6073.641564902758,6980.555555555556,309.5345614720217
164,12.4,25.4,0.0,2.0,35.4,14.2,20.64,8.3,3994.789235639982,4383.689507010402,5433.333333333332,206.3861209958174
165,14.1,20.2,12.0,3.0,81.4,14.2,3.43,10.0,666.6298532359054,758.391303490886,647.2222222222221,44.689033602020885
166,15.0,20.3,2.5,1.6,90.3,14.2,7.6,9.5,617.0987926056662,691.3805171000772,1866.6666666666665,75.19471569801647
167,14.6,24.9,0.0,1.7,80.1,14.3,15.26,7.1,1707.6666666666667,1758.3583220262328,4169.444444444444,185.34958759788498
168,13.2,26.8,29.8,2.4,79.4,14.3,14.07,8.5,1335.696065128901,1444.556987788331,4263.888888888889,140.5949649503521
169,10.1,17.1,19.0,3.2,73.6,14.3,15.29,7.6,2119.9900497512435,2152.0246494798735,3386.1111111111113,233.63439755961954
170,9.2,20.1,0.0,1.9,60.4,14.3,20.91,6.0,2958.174735825007,3081.961658648904,4713.888888888889,292.3886138109631
171,10.9,22.9,0.0,2.1,56.1,14.4,24.35,4.8,3330.4500226142018,3719.0936227951156,5247.222222222223,182.7770532248395
172,14.8,22.7,0.0,1.9,68.5,14.4,13.07,8.6,2624.8426051560377,2956.6689280868386,3666.6666666666665,144.4701692487767
173,16.6,25.0,0.0,2.2,66.1,14.4,23.24,7.4,4770.039574853008,5077.748077792855,5805.555555555556,252.09417917079128
174,14.3,20.2,14.5,2.9,84.8,14.4,10.59,8.4,2820.7051108095884,2909.612618724559,3027.7777777777783,160.3279627455382
175,13.7,21.3,0.0,2.1,81.0,14.5,16.88,8.1,2434.3882858435095,2665.1279963817283,3049.9999999999995,141.55492521272427
176,12.7,22.9,1.5,2.1,81.9,14.5,18.49,7.8,3640.548394391678,4045.478968792402,5044.444444444444,191.29475222484712
177,11.8,23.9,0.0,2.6,68.5,14.5,30.06,1.5,5765.687471732246,6052.6112618724555,6986.11111111111,304.36371291860274
178,14.2,23.4,0.0,1.9,62.8,14.5,22.83,3.9,4736.74920850294,4933.683627317956,5838.888888888889,251.74689504699904
179,14.6,27.6,0.0,2.0,65.6,14.5,28.09,1.3,5697.279737675261,5996.493668023519,6930.555555555555,294.36464866678415
180,16.5,30.0,0.0,1.9,57.3,14.6,26.5,1.1,5562.725463591136,5883.826322930801,6875.0,282.48049007718214
181,17.6,28.0,1.0,2.3,63.0,14.6,19.15,8.5,3655.4556761646313,4133.649253731343,5194.444444444443,193.359245064448
182,16.6,24.5,0.4,3.4,64.3,14.6,30.35,3.8,6039.018995929444,6320.774762550882,7072.222222222222,316.92217332068697
183,14.8,21.8,2.0,2.2,71.0,14.6,5.89,9.3,1674.326549072818,1788.2277250113073,2138.888888888889,96.02592569943337
184,17.6,28.4,0.0,2.4,73.3,14.6,24.64,5.8,4787.712799638172,4894.433061962912,5447.222222222223,246.19866741049785
185,19.7,26.5,0.2,2.7,81.1,14.6,19.77,8.4,2346.747625508819,2624.644052464948,4861.111111111111,130.25532467638516
186,18.4,28.7,0.0,1.8,69.4,14.7,23.36,5.5,4065.619402985074,4234.038444142921,4836.111111111111,213.90991322596702
187,19.2,30.9,0.0,2.0,63.6,14.7,23.38,2.3,4432.173903211216,4749.363636363636,5416.666666666667,226.52649677403875
188,19.2,29.2,0.0,2.3,69.4,14.7,26.04,3.3,5236.438715513343,5443.033469018544,5233.333333333334,269.05957282851307
189,19.8,32.0,0.0,2.1,63.6,14.7,26.13,3.0,5172.472862957938,5470.587743102669,6338.888888888889,261.2333976442915
190,20.3,32.8,0.0,2.3,51.6,14.7,28.36,3.0,5396.546811397558,5719.433740388963,6441.666666666667,270.0842174852636
191,22.5,32.1,6.2,2.0,63.8,14.7,18.85,9.0,3777.213025780189,4187.4796472184535,4988.888888888889,192.61711499375954
192,21.7,31.6,0.0,2.2,68.3,14.7,26.03,5.8,5417.3141025641025,5662.448717948718,6366.666666666667,274.99230125320884
193,21.6,27.6,0.0,1.7,68.6,14.7,11.51,8.1,1617.2371794871797,1826.8461538461536,2250.0,92.30902981359498
194,20.6,33.5,0.0,1.9,52.8,14.7,28.11,5.5,5301.442307692308,5649.480769230769,6411.111111111111,264.7511074359297
195,20.1,28.8,1.1,2.9,70.6,14.8,22.52,4.4,4665.8589743589755,4747.833333333333,5244.444444444445,241.82886274295578
196,18.2,28.6,0.0,2.8,62.3,14.8,26.53,6.0,4785.205128205128,5058.416666666667,5941.666666666665,248.82422628770198
197,20.0,30.7,0.0,2.2,63.0,14.8,24.74,6.0,4954.653846153846,5311.173076923076,6247.222222222223,251.57612547246018
198,20.2,30.3,0.0,2.0,58.6,14.8,21.25,7.4,3977.3653846153848,4232.429487179487,5141.666666666667,208.06424434899137
199,20.3,27.3,0.0,1.6,61.4,14.8,11.0,9.0,2012.326923076923,2241.9038461538457,3038.888888888889,113.75376137647213
200,21.1,30.0,0.1,2.1,61.4,14.8,19.6,6.3,5147.50641025641,5457.711538461539,4836.111111111111,262.1504842472931
201,20.7,29.7,0.0,2.1,62.6,14.8,24.75,0.9,5417.916666666666,5709.025641025641,6052.777777777777,277.56729509551747
202,19.5,32.7,0.0,2.0,59.5,14.8,27.82,0.1,5253.288461538462,5576.743589743589,6447.222222222223,265.07068140663284
203,21.7,35.4,0.0,2.0,50.5,14.8,28.95,1.6,5439.756410256411,5756.589743589744,6524.999999999999,272.12613637478773
204,23.2,31.0,0.0,1.9,53.5,14.8,16.97,7.5,2854.0705128205127,3328.0,4052.7777777777774,151.7709246778704
205,19.9,26.3,37.6,2.7,83.5,14.8,2.91,10.0,544.6987179487179,622.0064102564102,708.3333333333334,35.85223126081243
206,20.1,23.4,13.3,2.2,91.0,14.8,6.11,10.0,1048.0064102564102,1197.3012820512822,1680.5555555555554,63.31687402569163
207,19.2,25.7,2.1,3.2,82.1,14.8,13.03,8.3,4388.0576923076915,4628.49358974359,4186.111111111111,232.64399851673127
208,20.4,29.6,0.0,2.0,70.4,14.8,22.18,6.1,4784.910256410256,4994.852564102564,5466.666666666667,246.73551539790358
209,21.5,30.1,0.0,2.4,70.5,14.8,28.6,1.9,5616.7307692307695,5910.660256410257,6191.666666666666,287.3419818669713
210,20.6,26.5,11.9,2.4,77.0,14.7,8.4,8.6,1049.4038461538462,1203.2371794871797,1880.5555555555557,61.548571708315286
211,18.4,23.1,64.7,4.0,83.0,14.7,6.2,10.0,1489.8397435897436,1708.5833333333333,1841.6666666666667,88.85873378402609
212,18.1,24.3,0.0,1.9,79.3,14.7,9.47,7.6,1837.5576923076922,2043.5705128205127,2486.111111111111,105.02793252286087
213,20.4,29.8,0.0,1.9,74.5,14.7,19.15,6.6,2973.794871794872,3140.73717948718,5213.88888888889,163.3657041569001
214,21.6,30.6,0.1,2.6,63.5,14.7,27.47,6.8,3832.2243589743593,4315.576923076923,5338.88888888889,200.34238330594727
215,20.4,29.5,1.6,2.1,63.9,14.7,26.88,7.6,3941.070512820513,4196.929487179487,5647.222222222223,207.14156880060844
216,19.9,27.6,0.0,1.9,68.6,14.7,20.85,5.3,4966.532051282052,5181.5192307692305,5133.333333333332,259.038047100422
217,21.8,30.9,0.0,2.1,66.6,14.7,19.28,7.4,4059.038461538461,4258.903846153846,4600.0,210.1923296054327
218,22.1,28.1,0.0,2.5,75.5,14.6,15.15,6.3,4316.717948717948,4502.673076923077,3527.777777777778,227.43330448198842
219,21.3,30.4,0.0,2.0,71.9,14.6,25.81,2.9,5000.3525641025635,5213.6858974358975,5430.555555555555,257.7286118103176
