,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10),env_slopesolar,env_levelsolar,match_solar,watt,reset_match
44,10.8,23.2,,0.9,72.9,14.2,24.93,3.4,3612.8496981891344,3455.069014084507,2505.555555555555,3252.0255714285718,2903.0444187931416
45,9.6,25.2,,1.1,72.4,14.2,28.7,1.0,5824.069617706237,5560.85472837022,5197.222222222222,4933.456439973173,5038.85693444185
46,13.1,25.1,,1.0,80.3,14.2,18.18,7.0,1359.0293762575452,1298.8808853118715,2022.2222222222226,1147.9299912810197,1495.5010916249898
47,14.3,24.9,,0.5,74.4,14.2,17.67,9.4,3761.367605633803,3601.8374245472833,2622.222222222222,3345.152207243461,2489.955870862321
48,15.1,25.1,,0.6,78.0,14.3,17.66,8.0,3090.542857142857,2954.442857142857,3200.0,2639.502333333333,3228.804130985533
49,13.1,27.3,,0.8,63.3,14.3,28.26,5.8,6662.931790744467,6380.752313883299,6986.11111111111,5662.565753856473,7011.547578386129
50,11.3,26.2,,0.9,66.5,14.3,28.61,1.6,5529.285714285715,5300.314285714286,5297.222222222223,4757.385,5118.599527600496
51,11.9,28.3,,0.8,65.5,14.3,27.99,3.8,5728.112512757705,5492.353821479603,6177.777777777777,4990.515024280951,6435.2234083327385
52,14.5,25.5,,0.7,61.8,14.4,17.05,9.6,4183.2002012072435,4009.4607645875253,5397.222222222222,3707.5703125419177,5601.387560886612
53,14.6,26.2,1.2,0.7,73.8,14.4,18.23,8.3,5470.925553319919,5247.575452716297,5072.222222222221,4799.957804828973,5480.082863545405
54,15.9,28.9,,1.1,63.1,14.4,27.17,4.0,5561.857142857143,5342.114285714286,6355.555555555555,4719.726047619047,6151.134045523775
55,10.9,28.6,0.0,0.9,56.6,14.4,29.94,4.1,1041.6000000000001,1001.6285714285714,1486.111111111111,882.4086666666664,1180.2941075126155
56,15.3,27.8,,0.9,77.3,14.4,20.51,7.9,4828.125994694959,4678.75044208665,5447.222222222223,4170.659171824344,5053.937932560147
57,19.7,30.9,,1.0,76.6,14.4,26.91,3.8,5043.410256410257,4855.666666666666,4416.666666666667,4085.1813675213675,4140.056795324788
58,17.6,31.1,,0.9,72.3,14.4,23.12,6.8,4118.820512820513,3969.9743589743593,4569.444444444444,3375.073717948718,4137.720281171286
59,19.5,30.0,2.5,0.9,77.9,14.4,18.19,8.4,3100.7499999999995,2985.8846153846152,2797.222222222222,2654.325,2866.5899413046573
60,17.4,29.0,,0.8,71.3,14.5,25.85,4.1,3927.8333333333335,3784.2884615384614,4533.333333333333,3162.431452991453,3908.955141992055
61,14.1,32.2,,0.7,63.6,14.5,28.59,0.1,6510.096153846153,6283.141025641026,6338.888888888889,5368.984017094018,6374.491125061876
62,14.3,33.1,,0.8,67.6,14.5,29.42,1.1,6668.698717948717,6432.096153846155,6441.666666666667,5486.082542735044,6520.528952776704
63,18.3,32.8,0.4,0.9,75.8,14.5,25.34,6.0,4222.4358974358975,4050.294871794872,4416.666666666667,3647.762222222222,4413.582116415117
64,20.7,31.2,3.2,0.8,85.9,14.5,17.84,7.5,4257.044871794872,4067.3653846153848,4894.444444444444,3505.478098290599,4543.802551736411
65,21.7,30.2,11.2,0.9,87.5,14.5,18.63,8.4,3671.371794871795,3509.0384615384614,2250.0,3329.8522008547006,2346.373795021029
66,20.8,27.2,39.6,0.6,91.9,14.5,9.64,9.4,2667.00641025641,2550.9871794871797,3200.0,2340.584209401709,3596.561864303483
67,20.0,29.1,11.6,1.2,90.9,14.5,13.21,8.6,4435.52564102564,4251.243589743589,4941.666666666668,3726.7970512820516,4378.009671249047
68,17.3,30.4,,0.8,75.1,14.5,28.37,4.3,6536.74358974359,6270.52564102564,5941.666666666665,5471.390705128205,5855.588727528561
69,16.7,31.8,,0.8,64.9,14.5,28.86,5.3,6583.448717948718,6313.378205128206,6247.222222222223,5622.713397435897,6341.007324033737
70,16.1,26.7,0.5,0.6,77.9,14.5,16.24,9.5,2969.807692307693,2845.692307692308,4294.444444444445,2589.882457264958,4380.395701584549
71,16.6,20.4,38.5,0.7,95.9,14.5,3.73,10.0,1304.121794871795,1244.9102564102564,2416.666666666667,1187.0329914529916,2417.6249279162944
72,17.6,29.2,2.2,1.1,77.1,14.5,24.97,4.0,3868.9423076923076,3705.5448717948716,3288.888888888889,3281.3141025641025,3332.697114584697
73,18.2,28.6,,0.6,80.4,14.5,17.62,6.3,4360.576923076923,4182.192307692308,4911.111111111111,3501.054017094017,4387.045612581828
74,17.7,29.2,,0.9,78.8,14.5,24.86,3.5,6682.692307692308,6402.493589743591,6447.222222222223,5669.124337606836,6514.990000729659
75,15.6,30.0,,1.2,76.4,14.5,29.15,1.4,6986.384615384615,6698.647435897436,6524.999999999999,5755.696581196581,6593.993072924817
76,16.3,30.5,,0.8,75.1,14.5,28.16,5.5,4607.288461538461,4410.121794871795,3127.7777777777774,3952.573076923077,3726.6999812230706
77,19.2,24.7,26.9,0.3,92.8,14.5,5.89,9.4,764.4615384615385,725.9487179487179,708.3333333333334,669.5162684537685,710.6190388402888
78,21.2,25.2,2.9,0.8,94.9,14.5,7.24,9.4,1166.0320512820515,1111.3525641025642,1680.5555555555554,1067.6270512820515,1667.8262780997197
79,19.1,30.7,,1.0,76.4,14.5,29.37,4.3,3277.346153846154,3142.7884615384614,3344.4444444444443,2650.4689316239314,2731.2366921175726
80,19.1,30.2,,0.6,82.1,14.5,20.7,6.3,4645.5,4443.628205128205,5466.666666666667,3923.1817948717944,5173.548797304134
81,20.1,31.4,,0.8,78.5,14.5,28.2,2.8,3607.6858974358984,3452.371794871795,3916.6666666666665,3080.909829059829,4034.342836151712
82,19.7,25.3,92.6,1.0,92.3,14.5,4.96,9.0,1073.974358974359,1022.3012820512819,1525.0,957.551217948718,1498.7693756497529
83,19.4,26.7,2.1,2.9,77.0,14.5,26.48,5.6,1265.5833333333333,1204.6666666666665,747.2222222222222,1151.4675,776.7426676620521
84,18.6,27.5,,0.8,77.4,14.5,18.61,5.8,2865.942307692307,2741.583333333333,2311.111111111111,2502.1437393162396,1994.8692433959523
85,16.5,27.1,,0.6,81.4,14.5,15.12,8.3,4964.948717948718,4751.24358974359,5213.88888888889,4299.528504273504,4525.34761866106
86,18.1,21.3,10.4,0.8,91.4,14.5,4.98,9.3,264.5384615384616,251.61538461538467,755.5555555555557,233.60743589743592,447.78957623194776
87,17.2,25.1,,0.5,84.5,14.5,13.16,8.3,1088.0961538461538,1045.6410256410259,1283.3333333333335,1038.4254487179487,1345.4263450400335
88,19.3,27.1,,0.5,83.8,14.5,16.67,8.5,4074.233682983683,3932.102564102564,4630.555555555555,3730.9731759906763,4338.265003576679
89,18.9,24.0,0.0,0.3,92.8,14.4,5.14,9.3,1424.4358974358975,1369.7820512820515,2227.7777777777774,1322.185641025641,1984.5158622550375
90,21.8,30.1,,1.0,84.9,14.4,24.76,5.0,3338.5897435897436,3219.5897435897427,1891.6666666666665,3010.7773931623933,1829.0958896230682
91,20.8,30.2,,0.9,80.3,14.4,23.96,5.8,4799.384615384615,4619.9423076923085,4941.666666666666,4258.557200854701,4580.343449012136
92,18.8,27.3,2.6,1.1,90.6,14.4,9.32,7.3,514.775641025641,494.8910256410257,1413.888888888889,461.63797008547016,767.2905656722443
93,21.7,28.7,62.6,1.0,91.6,14.4,12.73,9.2,2624.1794871794873,2528.371794871795,2902.777777777778,2349.807777777778,2764.2637703426954
94,21.7,29.7,,1.1,87.3,14.4,15.78,,3672.8205128205127,3534.0320512820513,3547.222222222222,3237.0450000000005,3397.1448124522885
95,19.3,22.1,71.0,0.9,95.1,14.4,4.07,,618.2820512820513,587.5897435897436,1194.4444444444443,548.7877777777777,1186.975273220876
96,18.5,20.2,121.1,0.6,98.9,14.3,3.36,8.3,869.4038461538461,828.6474358974359,936.1111111111112,884.1592521367521,890.9675555157355
97,18.8,23.1,7.9,1.0,96.3,14.3,6.85,7.9,1194.5384615384614,1143.3653846153848,2544.444444444445,1163.8752564102565,2184.1027816864444
98,18.7,21.7,7.5,0.5,97.8,14.3,6.36,7.8,206.16666666666663,197.66666666666663,280.5555555555556,170.7091666666667,426.380181849863
99,18.2,28.2,,0.8,83.1,14.3,24.37,3.8,6147.198717948718,5906.371794871795,5363.88888888889,5300.862713675213,4999.291538749846
100,18.8,29.4,,0.9,81.9,14.3,23.65,5.8,4204.224358974359,4039.666666666667,3311.1111111111113,3615.1479487179486,3279.3428471262973
101,18.7,25.7,,0.7,84.8,14.2,13.39,8.5,3910.7948717948716,3756.128205128205,4841.666666666666,3417.7338675213673,4134.860786938307
102,20.7,26.2,6.6,0.7,94.1,14.2,5.3,9.6,1048.974358974359,1001.8269230769229,1930.5555555555557,1004.3039102564103,1655.222426092534
103,23.8,30.2,0.7,1.4,88.0,14.2,14.18,8.9,1221.7307692307693,1173.5641025641028,697.2222222222222,1118.362329059829,759.5899891319702
104,22.0,29.6,8.3,0.7,84.4,14.2,18.14,9.1,3895.621794871795,3749.8653846153848,4480.555555555556,3354.317777777778,4062.490321927064
105,22.1,25.1,36.1,0.5,95.3,14.2,5.43,10.0,1056.0961538461538,1007.6346153846156,955.5555555555557,964.3430555555556,749.1811881571571
106,21.7,23.7,102.8,1.2,96.8,14.1,2.75,9.5,436.4807692307693,411.5897435897436,675.0,437.681452991453,699.2252286955405
107,20.0,22.7,9.3,1.2,92.5,14.1,3.21,7.7,564.4102564102565,535.6923076923076,1766.6666666666667,556.5116880341881,1483.7246137554414
108,19.8,24.5,5.2,0.5,95.6,14.1,6.92,5.3,646.6794871794872,618.2564102564102,852.7777777777776,574.5771367521368,617.179854231938
109,20.2,28.8,,0.9,81.3,14.1,26.09,7.0,3207.3205128205127,3090.5705128205127,3366.666666666667,2879.647542735043,3446.1887032294217
110,19.7,25.2,41.4,0.5,94.9,14.0,4.72,9.9,1262.0,1205.2307692307693,1597.2222222222222,1126.9959615384614,1242.2455901193205
111,22.0,28.9,21.9,0.7,94.9,14.0,10.02,9.4,1055.3076923076924,1006.4166666666665,1577.7777777777778,1006.7638034188033,1433.4579357600305
112,23.2,27.4,23.7,0.4,95.6,14.0,6.66,9.1,615.4038461538462,584.1730769230769,1350.0000000000002,522.939188034188,1069.8952783264047
113,21.8,30.8,48.4,0.8,93.8,14.0,9.48,7.7,1292.051282051282,1221.3397435897436,2130.5555555555557,1134.0421250971253,1399.230671031378
114,22.4,31.3,,0.8,88.3,13.9,18.24,8.6,3144.9743589743593,3006.25,2594.4444444444443,2793.6413247863247,2535.7005760467628
115,23.3,31.1,,0.9,85.1,13.9,18.52,8.6,2307.4294871794873,2209.0576923076924,1330.5555555555557,2081.427863247863,1645.109556730487
116,24.5,31.4,,1.3,84.6,13.9,17.79,8.3,1620.576923076923,1551.7307692307693,705.5555555555557,1478.2374999999997,898.6620405542468
117,24.7,30.4,,1.2,84.9,13.9,14.3,7.9,2112.980769230769,2021.1602564102568,558.3333333333333,1916.3973504273504,687.9182578884896
118,23.2,31.2,,1.0,85.8,13.8,21.08,5.8,3348.019230769231,3194.999999999999,2338.8888888888887,3062.49641025641,2553.573241837316
119,24.3,29.5,26.6,1.1,90.4,13.8,12.96,8.6,1003.8141025641025,955.1346153846152,1872.2222222222222,939.0458974358975,1932.8580773688047
120,25.8,27.8,11.8,1.6,89.3,13.8,5.83,9.0,911.4551282051283,866.826923076923,1402.7777777777776,857.4940384615384,1264.3322722379014
121,23.4,27.3,90.3,0.8,95.0,13.7,4.13,10.0,302.2371794871795,280.6858974358974,1519.4444444444446,300.4207905982906,1687.4685138600912
122,23.6,26.3,107.5,1.1,94.4,13.7,2.83,9.4,213.03846153846152,196.51923076923077,925.0,201.0089316239316,1002.4285599743778
123,24.3,30.6,1.1,1.6,84.6,13.7,21.88,6.3,66.91666666666667,63.25,66.66666666666667,0.0,34.81757352559779
124,24.7,28.0,68.9,1.2,95.3,13.6,4.73,8.8,724.9487179487178,689.1602564102562,1388.888888888889,0.0,1932.270184080306
125,25.5,29.8,21.9,1.2,89.8,13.6,9.37,8.0,2303.2756410256416,2202.141025641026,1913.888888888889,0.0,2070.196928601234
126,25.6,30.9,1.8,1.0,88.6,13.6,12.22,7.4,1965.974358974359,1879.1346153846157,1950.0,0.0,2397.3271073692435
127,24.2,32.7,,1.2,84.5,13.6,20.7,4.8,2405.1987179487182,2293.6346153846152,1880.5555555555552,0.0,2034.0406204037042
128,26.1,32.2,,1.5,82.5,13.5,22.83,4.8,1073.9166666666665,1021.4166666666667,675.0,0.0,856.0963946204355
129,25.3,34.5,,1.3,79.4,13.5,25.5,3.4,250.61538461538456,240.38461538461544,319.4444444444445,0.0,166.83420647682277
130,23.2,33.3,,1.0,81.5,13.5,25.36,3.8,3544.6153846153843,3374.660256410257,2847.222222222222,0.0,2873.1716197292335
131,24.5,34.8,,0.8,81.3,13.4,25.08,3.4,4702.288461538461,4483.923076923076,3905.555555555555,0.0,4184.716308444007
132,23.5,35.0,,0.9,79.5,13.4,25.53,0.8,4610.448717948718,4402.211538461538,5075.0,0.0,5083.317255088797
133,23.0,35.2,,0.7,78.5,13.4,25.98,1.1,6303.339743589743,6004.948717948719,5538.888888888889,0.0,6303.902815293209
134,22.6,35.7,,0.8,77.4,13.3,25.89,0.8,6149.153846153846,5855.282051282053,5533.333333333333,0.0,6196.090609883975
135,23.3,32.9,,0.9,80.8,13.3,21.78,3.5,3713.416666666666,3550.230769230769,3400.0000000000005,0.0,3828.5281124419816
