,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10),env_slopesolar,env_levelsolar,match_solar,watt,reset_match
51,-6.8,4.6,,1.9,47.4,10.9,16.08,0.1,1737.8181818181815,2088.166666666667,2675.0,1737.5486674584456,1812.9057345610822
52,-4.7,5.9,,1.3,43.5,10.9,10.19,7.4,0.0,0.0,0.0,0.0,0.0
53,0.2,3.0,4.6,1.4,80.8,11.0,3.43,9.4,0.0,0.0,0.0,0.0,0.0
54,-0.1,4.5,0.0,2.1,67.8,11.0,6.26,6.5,1707.8636363636363,1709.9696969696968,1475.0,1609.6032383183701,1649.1162516684274
55,-2.6,9.0,,1.5,59.4,11.0,14.6,0.0,523.8484848484849,333.1818181818182,141.66666666666666,421.1006306049141,536.764121168958
56,-1.6,10.8,,1.5,56.1,11.1,15.33,5.4,0.0,0.0,0.0,0.0,0.0
57,0.5,14.5,,1.1,41.0,11.1,16.04,2.9,2819.8195804195807,3043.3629370629374,3388.8888888888887,2541.870252003794,2719.973304429246
58,1.2,13.7,,1.8,45.0,11.2,16.07,1.6,2758.666666666667,2964.469696969697,3286.1111111111113,2483.5573371006435,2605.5405961722336
59,1.3,10.2,,2.3,55.8,11.2,14.21,4.8,3577.812050268572,3627.7700010134795,3666.666666666666,3147.026326781768,3398.90619102937
60,-1.5,12.0,,1.6,32.8,11.2,16.25,3.6,1101.3715995715997,1421.6614628614627,1980.5555555555557,1089.271444936115,1095.7638895221296
61,4.7,14.0,,1.6,31.3,11.3,12.84,7.5,3158.0826183766485,2684.953818320983,2352.7777777777783,2607.842246765607,3114.9687850601863
62,2.0,12.8,,2.0,39.5,11.3,14.07,3.3,2521.4154247391953,2053.2410581222057,1441.6666666666665,2083.983137807551,2623.4893187910916
63,1.2,13.0,,2.1,42.3,11.3,15.38,0.3,3189.986703772418,3096.6450216450216,3044.4444444444443,2756.5088098997767,2909.993499359674
64,1.3,14.7,,1.1,37.6,11.4,13.57,5.8,3321.714342520225,2735.4282256958727,2525.0,2760.152437600426,2958.610741195325
65,2.5,16.1,,1.5,36.4,11.4,15.37,4.8,2576.6212121212125,2602.590909090909,3019.444444444445,2231.278846844672,2566.057860114631
66,5.0,16.3,,1.9,46.1,11.5,14.87,2.3,2960.707725607726,2901.3832389832387,2966.6666666666665,2521.7596245140326,2713.8596330275363
67,5.6,12.9,,2.0,66.3,11.5,9.21,8.6,2852.7006993006994,2742.6233100233094,2511.111111111111,2477.2670879781094,2665.478823266324
68,5.7,12.4,,2.0,55.0,11.5,10.39,6.3,1489.8466200466203,1532.8086247086246,1683.3333333333333,1331.8610404709837,1610.4627384047676
69,3.1,12.7,,2.2,51.1,11.6,15.76,1.5,3107.7291375291375,3069.4421911421914,3272.2222222222226,2693.984424048271,3070.491788652314
70,0.6,13.4,,1.9,39.4,11.6,18.67,0.1,1138.2004155265026,1632.3263200567549,2222.2222222222217,1123.424994631516,1313.6835093194036
71,-0.4,14.9,,1.3,31.8,11.7,14.44,5.4,3214.8871794871798,3220.702797202797,3375.0,2773.1360017639345,3678.472859334646
72,6.7,15.3,,1.2,26.4,11.7,8.91,7.1,1848.172338772339,1911.5353535353534,1550.0000000000002,1670.2548942685555,1823.891686952171
73,3.5,10.0,0.0,1.8,61.0,11.8,9.72,4.9,2647.7261072261067,2409.58648018648,2333.3333333333335,2300.4872465324643,2889.7758202186037
74,-0.3,7.9,0.0,2.7,55.1,11.8,5.15,4.9,865.15337995338,979.9459207459208,999.9999999999999,805.3317013595671,844.9450925295582
75,-0.4,8.5,0.0,3.3,38.5,11.8,17.87,1.8,3637.768065268065,3857.230303030303,3955.5555555555557,3427.7027338425596,3448.5957708311216
76,-1.7,10.0,0.0,1.9,45.3,11.9,14.02,5.5,3083.3806526806525,2749.893473193473,2644.4444444444443,2662.92644030117,3231.132091114141
77,1.6,11.3,3.5,1.6,72.8,11.9,9.93,7.4,1650.6041958041958,1607.1289044289044,1644.4444444444443,1485.7191307202977,1972.4759601884034
78,0.2,9.2,,1.8,69.9,12.0,11.76,5.5,1513.4312354312356,1555.8918414918414,1475.0,1437.4307199600055,1498.433809949657
79,2.6,12.4,,2.0,55.4,12.0,19.62,2.0,3183.1594405594406,3616.574592074592,3847.222222222222,2885.8531140820382,3237.808018713408
80,1.4,14.4,,1.4,43.8,12.0,16.33,6.3,654.3235294117648,436.2647058823529,250.0,588.6067056835371,643.7291720116325
81,3.4,16.7,,1.4,52.0,12.1,15.01,1.4,1170.0752913752913,1443.4391608391606,1861.1111111111109,1069.9899453142114,1122.148731707101
82,7.1,14.6,16.5,1.4,79.0,12.1,4.38,8.8,982.4170163170164,994.630536130536,916.6666666666666,866.5680042777221,1200.3629331889022
83,1.9,11.1,3.3,2.9,77.4,12.2,7.51,7.9,1268.4058275058276,1409.6263403263404,1488.888888888889,1216.5127676146938,1096.1117835232405
84,-0.7,8.3,,2.8,40.9,12.2,21.87,0.8,3580.937296037296,3494.4030303030304,3158.3333333333335,3313.181119339364,3558.0224330624287
85,-0.4,8.2,1.7,2.4,46.9,12.2,12.62,3.0,621.3557109557111,1025.4585081585083,1436.1111111111109,639.8787981772631,668.8279735860327
86,-0.8,9.7,,2.3,45.4,12.3,22.16,0.1,0.0,0.0,0.0,0.0,0.0
87,2.9,11.5,,2.0,56.1,12.3,7.53,6.6,0.0,0.0,0.0,0.0,0.0
88,7.4,17.6,,2.0,51.1,12.4,20.42,2.6,0.0,0.0,0.0,0.0,0.0
89,8.9,16.2,,3.0,66.4,12.4,10.84,8.5,1870.0151515151515,1880.2121212121212,1702.7777777777778,1733.1675837046366,1669.4984198207694
90,5.6,14.6,,2.6,49.9,12.4,18.21,6.1,4587.848484848485,4401.318181818182,4033.333333333333,4018.7817261377204,4611.653533223134
91,5.5,15.1,,2.1,33.1,12.5,21.22,4.6,3313.8619327756837,3585.2561509942707,3663.888888888889,2936.510605877549,3456.6294430207226
92,3.5,8.4,1.8,2.9,72.0,12.5,6.76,9.4,0.0,0.0,0.0,0.0,0.0
93,2.6,8.4,0.0,3.2,46.0,12.6,8.22,5.1,0.0,0.0,0.0,0.0,0.0
94,0.3,11.3,,2.5,39.8,12.6,23.42,1.3,0.0,0.0,0.0,0.0,0.0
95,1.3,13.0,,2.2,36.9,12.6,22.96,0.3,5052.151515151514,4983.242424242425,4519.444444444445,4582.581290902884,4908.441405085918
96,1.9,13.6,,2.3,36.1,12.7,22.61,0.3,0.0,0.0,0.0,0.0,0.0
97,3.0,15.7,,2.5,43.0,12.7,22.72,0.0,0.0,0.0,0.0,0.0,0.0
98,7.0,17.2,0.0,2.9,41.0,12.8,20.11,3.0,3041.410549614413,3361.122491930867,3199.9999999999995,2798.0534750856477,2935.279455472554
99,5.9,12.2,0.8,1.1,39.9,12.8,4.48,8.5,785.2300699300702,805.0184149184149,613.8888888888888,715.9833757004891,800.3826612312015
100,5.6,20.3,,1.7,43.1,12.8,21.77,4.4,5274.651515151515,5411.136363636364,5247.222222222223,4663.07792763948,5115.975455119648
101,7.6,17.2,,2.5,25.6,12.9,23.74,3.3,3954.1613053613055,3644.513053613053,3088.8888888888887,3499.8898849682028,3885.7693551335883
102,4.7,13.9,17.4,2.4,49.1,12.9,5.64,9.4,0.0,0.0,0.0,0.0,0.0
103,4.7,10.2,5.6,1.8,78.4,12.9,6.98,8.3,1139.0738927738928,1220.8289044289047,1408.3333333333335,1162.152463812779,1130.8342276492783
104,4.3,15.7,,1.9,58.0,13.0,20.94,4.6,3473.4372960372957,3244.3993006993005,3444.444444444445,3059.166314391825,3454.827136197822
105,5.5,18.4,,2.2,48.5,13.0,23.73,1.8,4338.961538461538,4329.6221445221445,3311.111111111111,3590.40812387259,4166.440490635281
106,6.2,17.9,,1.8,34.0,13.1,22.96,5.6,0.0,0.0,0.0,0.0,0.0
107,6.9,13.6,1.7,2.2,45.5,13.1,8.35,6.0,0.0,0.0,0.0,0.0,0.0
108,3.9,18.1,,1.8,30.9,13.2,24.07,0.0,1469.1586538461538,1565.14375,1697.2222222222222,1447.439967408087,1526.2064887722186
109,6.8,22.6,,1.6,26.3,13.2,23.58,4.8,1032.5,994.0,644.4444444444445,798.4493221378838,1054.0846543960888
110,9.1,21.8,,1.9,37.5,13.2,24.94,3.9,3964.2407925407924,3988.710955710956,3158.3333333333335,3410.432431159479,3999.69511558814
111,10.4,16.2,0.0,2.0,74.4,13.3,5.88,6.3,0.0,0.0,0.0,0.0,0.0
112,9.6,19.7,,1.6,57.5,13.3,15.84,4.8,0.0,0.0,0.0,0.0,0.0
113,9.7,19.1,1.2,1.9,66.9,13.3,14.63,7.1,0.0,0.0,0.0,0.0,0.0
114,12.2,20.2,0.3,1.9,77.8,13.4,13.42,7.9,499.2413793103448,515.3448275862069,500.0,476.2390200773895,502.38428716134575
115,10.7,28.2,,1.4,50.6,13.4,23.42,2.3,1769.5914835164835,1707.5793956043958,1027.7777777777778,1425.5518839528688,1760.310947077042
116,15.3,25.5,0.0,1.3,52.0,13.4,13.14,8.4,0.0,0.0,0.0,0.0,0.0
117,15.8,25.9,4.1,1.6,70.4,13.5,18.91,5.0,0.0,0.0,0.0,0.0,0.0
118,9.4,17.2,11.3,2.0,75.9,13.5,3.48,9.4,345.3556104337088,351.08982867726496,505.55555555555554,273.50119446031715,503.9291266587226
119,6.2,9.9,4.9,1.5,82.1,13.6,3.51,8.0,728.8030303030304,745.4393939393939,608.3333333333334,753.1581316219667,752.4320304725729
120,4.1,18.2,,1.7,52.6,13.6,23.24,4.8,5242.400490998363,5244.320205326589,4452.777777777777,4475.844373207463,5288.202910483318
121,9.9,16.6,0.0,1.6,48.8,13.6,12.09,8.1,0.0,0.0,0.0,0.0,0.0
122,8.3,17.3,,0.9,52.9,13.7,9.81,5.8,968.2121212121212,980.318181818182,974.9999999999999,946.8760224787329,1293.3854975078057
123,9.0,22.5,,1.6,52.8,13.7,21.75,4.4,0.0,0.0,0.0,0.0,0.0
124,11.2,22.2,,2.3,48.9,13.7,24.41,1.9,4460.344055944057,4558.26048951049,3936.1111111111104,3945.9365856753466,4354.186047210716
125,10.6,25.3,,2.3,28.5,13.8,27.27,0.0,5765.893240093239,5823.826107226107,4786.11111111111,4873.067275413458,5663.314004552288
126,10.1,26.1,,1.6,37.5,13.8,25.59,0.0,0.0,0.0,0.0,0.0,0.0
127,12.0,27.4,,1.7,40.4,13.8,22.12,4.9,0.0,0.0,0.0,0.0,0.0
128,13.6,26.5,,2.2,35.8,13.9,25.14,5.1,0.0,0.0,0.0,0.0,0.0
129,9.8,19.8,0.0,3.1,27.1,13.9,28.25,0.3,4127.636911736911,4076.671694071694,3038.888888888889,3652.468884153947,4170.582434903945
130,8.4,21.9,,2.3,33.4,13.9,27.02,0.0,0.0,0.0,0.0,0.0,0.0
131,10.1,21.3,,2.3,48.3,14.0,23.39,6.1,0.0,0.0,0.0,0.0,0.0
132,11.7,22.9,,2.2,43.3,14.0,25.46,3.1,0.0,0.0,0.0,0.0,0.0
133,10.3,26.8,,1.9,48.0,14.0,25.19,3.5,5446.998135198136,5526.88648018648,4758.333333333334,4550.288300139197,5406.120916626178
134,13.2,28.3,,1.8,39.0,14.1,25.19,2.0,5591.300233100233,5704.727272727272,5000.0,4678.868045342736,5524.286387595107
135,14.7,28.9,,1.5,36.0,14.1,21.82,4.3,0.0,0.0,0.0,0.0,0.0
136,15.5,22.8,0.0,1.6,43.4,14.1,8.51,8.3,1876.4031468531468,1907.1212121212122,1827.7777777777778,1714.8876777813991,2079.3150920499643
137,12.9,26.9,,1.6,44.5,14.2,25.35,1.6,0.0,0.0,0.0,0.0,0.0
138,14.8,28.0,,1.7,48.1,14.2,21.24,4.5,0.0,0.0,0.0,0.0,0.0
139,16.7,30.0,,1.5,43.8,14.2,25.19,2.5,0.0,0.0,0.0,0.0,0.0
140,17.6,28.3,,1.2,44.9,14.2,14.72,7.5,0.0,0.0,0.0,0.0,0.0
141,19.1,25.9,0.0,2.1,46.8,14.3,16.28,8.5,3378.821212121212,3481.648251748252,3350.0,3074.5193645702184,3171.4556543433446
142,17.9,21.6,22.0,1.2,93.0,14.3,5.22,10.0,1088.4145687645687,1110.3498397435897,1086.111111111111,1124.8120354741297,1131.485331231087
143,13.0,20.2,8.7,3.4,63.6,14.3,24.95,4.5,0.0,0.0,0.0,0.0,0.0
144,11.7,23.8,,2.9,52.0,14.3,28.89,0.0,0.0,0.0,0.0,0.0,0.0
145,12.3,26.5,,2.4,46.0,14.4,27.5,1.4,0.0,0.0,0.0,0.0,0.0
146,15.0,29.2,,1.7,45.0,14.4,27.36,0.0,5880.578013163307,6028.819457013575,5361.111111111111,4908.287081471985,5892.243907740359
147,16.2,33.4,,1.7,46.4,14.4,26.13,1.4,0.0,0.0,0.0,0.0,0.0
148,18.4,28.6,,1.6,45.6,14.4,18.83,7.9,0.0,0.0,0.0,0.0,0.0
149,18.6,31.1,,1.8,39.0,14.5,25.81,6.0,0.0,0.0,0.0,0.0,0.0
150,14.3,22.3,7.1,2.4,80.9,14.5,2.33,8.6,0.0,0.0,0.0,0.0,0.0
151,11.9,24.6,,2.6,45.9,14.5,28.01,2.1,0.0,0.0,0.0,0.0,0.0
152,13.3,26.5,,2.0,48.4,14.5,28.48,0.4,4876.176923076923,4898.0628205128205,3897.222222222222,4089.656264720043,4976.343342208601
153,14.6,24.5,0.0,2.4,48.0,14.5,18.28,7.9,3955.3310023310023,3989.0445221445225,3702.777777777778,3542.1813657501607,3916.7887285216657
154,16.1,23.3,,2.8,49.6,14.6,27.46,2.3,4012.732400932401,3990.275058275058,3047.2222222222226,3522.8348163910064,4174.50799633188
155,14.8,23.7,,1.9,60.5,14.6,21.1,5.5,4983.068997668997,5136.865967365967,5074.999999999999,4551.765735121733,5246.268869466149
156,14.1,27.8,,1.7,42.1,14.6,26.48,0.6,6262.400466200466,6448.737296037296,5958.333333333333,5346.410356831441,6500.685431485704
157,16.0,29.5,,1.8,42.9,14.6,25.57,0.6,0.0,0.0,0.0,0.0,0.0
158,17.6,29.0,,2.2,56.4,14.6,26.21,3.0,4878.544988344989,4962.356099456099,4255.555555555557,4167.019130130362,5013.804668812528
159,17.8,29.6,,1.8,63.8,14.6,24.14,5.4,0.0,0.0,0.0,0.0,0.0
160,18.6,25.1,7.5,1.2,75.9,14.7,5.33,9.1,84.90566037735849,86.56603773584905,163.88888888888889,79.73073609148896,141.89009175463954
161,17.0,24.7,35.3,1.9,77.3,14.7,13.41,7.4,0.0,0.0,0.0,0.0,0.0
162,16.0,27.6,,1.4,57.5,14.7,21.14,5.9,0.0,0.0,0.0,0.0,0.0
163,17.1,26.5,2.5,1.8,66.1,14.7,16.87,8.9,0.0,0.0,0.0,0.0,0.0
164,15.7,21.9,9.5,1.6,70.3,14.7,11.01,8.0,0.0,0.0,0.0,0.0,0.0
165,15.5,26.1,,1.4,51.1,14.7,21.58,3.5,3291.176223776224,3312.9902097902104,2569.4444444444443,2789.24903359786,3219.465541813211
166,16.1,26.4,,1.8,57.1,14.7,25.26,1.1,388.6825396825397,427.6190476190477,597.2222222222222,376.29801471826204,426.1123045754767
167,16.6,28.8,,1.7,51.9,14.7,27.4,3.1,0.0,0.0,0.0,0.0,0.0
168,19.1,28.4,,1.8,54.8,14.8,19.46,6.1,0.0,0.0,0.0,0.0,0.0
169,17.9,27.4,2.1,2.4,61.5,14.8,25.94,3.1,0.0,0.0,0.0,0.0,0.0
170,16.1,27.2,,1.6,55.4,14.8,22.45,3.9,4283.196503496504,4364.992307692307,3469.444444444444,3643.6167887342453,4191.505373905623
171,18.1,26.2,0.0,2.3,59.1,14.8,25.36,4.5,1947.8808651665795,2047.2619047619046,1897.2222222222222,1636.3164414634032,1958.099842101089
172,17.0,24.8,13.8,1.5,78.6,14.8,11.26,9.5,1207.1405594405594,1232.6379953379956,1072.2222222222224,1078.9981781117988,1214.77864876554
173,18.9,25.4,0.2,1.9,77.8,14.8,11.24,9.4,1596.506993006993,1634.6701631701633,1616.6666666666665,1504.3787828186503,1457.6431932077799
174,19.8,27.8,,1.9,70.6,14.8,20.91,8.0,3558.397902097902,3670.7650349650353,3444.4444444444443,3124.220238450566,3393.2450148642615
175,19.4,26.1,0.2,1.7,72.9,14.8,12.51,7.3,1111.2517704517707,1156.0617826617827,1194.4444444444446,1066.4594314437768,844.6714134519011
176,17.7,30.6,,1.5,42.3,14.8,27.01,2.1,5796.707922798595,5930.221535982674,5175.000000000001,4904.785901842965,5998.0133693311645
177,19.1,31.0,,1.8,40.4,14.8,26.05,3.0,0.0,0.0,0.0,0.0,0.0
178,20.9,30.9,,2.0,46.9,14.8,27.57,1.6,0.0,0.0,0.0,0.0,0.0
179,19.5,32.8,,1.6,49.1,14.8,27.13,1.3,0.0,0.0,0.0,0.0,0.0
180,20.7,29.5,0.0,1.3,52.6,14.8,12.11,9.5,1743.4284382284382,1787.9414918414918,1972.2222222222222,1632.1917022262544,1890.870733103231
181,21.9,31.2,1.4,1.4,70.5,14.8,14.79,8.3,0.0,0.0,0.0,0.0,0.0
182,22.3,29.0,0.0,1.7,67.3,14.8,10.92,8.5,1081.0151515151515,1164.9545454545453,1555.5555555555557,1025.2122029883424,1096.3168712402653
183,19.6,27.7,1.5,1.2,72.0,14.8,12.49,8.1,2094.878787878788,2196.9090909090905,1983.3333333333335,1989.990065603993,1715.8124022532904
184,20.9,28.5,0.0,2.3,73.5,14.7,16.32,6.9,0.0,0.0,0.0,0.0,0.0
185,20.6,28.9,,2.3,64.4,14.7,20.33,4.9,0.0,0.0,0.0,0.0,0.0
186,20.8,30.1,,2.3,63.5,14.7,21.13,4.0,0.0,0.0,0.0,0.0,0.0
187,21.2,27.4,,1.7,64.6,14.7,12.62,6.4,2597.4653431466622,2616.4844951870473,2022.2222222222226,2285.4190656045744,2684.0934556082807
188,20.0,32.8,,1.9,59.6,14.7,27.41,2.4,4746.060606060606,4808.075757575758,3786.1111111111113,3900.4249795479523,5084.601228021008
189,20.2,35.0,0.0,1.5,42.1,14.7,24.78,3.8,5898.579953379954,6085.942191142191,4911.11111111111,4863.058907573023,5783.131040354401
190,24.6,36.1,,1.7,40.9,14.7,25.87,3.4,6047.9473193473195,6259.237296037296,5800.0,5102.778468439186,6483.0157441097535
191,22.7,32.5,,2.2,43.3,14.7,22.4,7.5,0.0,0.0,0.0,0.0,0.0
192,21.2,31.0,,2.0,46.6,14.6,20.54,6.0,1827.8682983682984,1975.188578088578,1991.6666666666665,1705.2959716803816,1667.9945505630371
193,19.7,30.0,,1.8,46.4,14.6,18.2,4.9,0.0,0.0,0.0,0.0,0.0
194,19.3,27.3,8.5,2.0,64.1,14.6,13.4,8.4,58.66666666666666,61.61904761904761,113.88888888888887,49.03655794391085,58.77493227493226
195,19.5,25.9,2.9,1.3,76.9,14.6,8.59,9.9,0.0,0.0,0.0,0.0,0.0
196,20.0,28.7,,2.0,65.5,14.6,18.43,6.8,0.0,0.0,0.0,0.0,0.0
197,22.1,29.7,0.0,1.7,67.3,14.6,15.0,6.4,0.0,0.0,0.0,0.0,0.0
198,21.2,31.6,,1.6,64.6,14.5,20.36,4.5,2401.545454545454,2460.818181818182,1958.3333333333335,2033.3628732567258,2327.116576628397
199,22.1,27.4,7.7,1.1,80.0,14.5,7.32,7.5,1986.4393939393938,2036.5909090909092,1650.0,1814.1823778002954,1917.3602078330955
200,21.4,28.8,6.3,1.3,79.0,14.5,13.41,7.3,0.0,0.0,0.0,0.0,0.0
201,22.3,29.2,0.7,1.2,73.9,14.5,11.19,9.0,0.0,0.0,0.0,0.0,0.0
202,23.3,32.1,,1.2,65.0,14.5,12.78,6.4,2708.578787878788,2797.3720279720283,2233.3333333333335,2335.6269688516454,2275.2468844781833
203,22.8,35.0,0.0,1.5,61.3,14.4,21.8,4.6,0.0,0.0,0.0,0.0,0.0
204,25.1,31.9,1.1,2.1,66.9,14.4,10.92,9.5,0.0,0.0,0.0,0.0,0.0
205,24.2,27.0,6.2,2.2,87.1,14.4,6.18,9.4,0.0,0.0,0.0,0.0,0.0
206,24.2,31.0,0.1,2.2,74.6,14.4,13.12,7.5,0.0,0.0,0.0,0.0,0.0
207,24.4,32.9,,1.7,70.8,14.4,13.34,8.6,0.0,0.0,0.0,0.0,0.0
208,25.2,27.2,1.0,1.6,82.3,14.3,3.17,9.6,284.21212121212125,293.3484848484848,244.4444444444445,245.0242799492202,211.65913474677214
