,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10),env_slopesolar,env_levelsolar,match_solar,reset_match,watt
19,-6.5,2.4,,2.4,30.9,10.1,12.29,0.0,1984.1578471279965,1873.232700135685,2166.6666666666665,1895.3359612005295,1619.6417150630898
20,-6.6,5.1,,1.7,52.5,10.2,10.31,4.3,1913.5658073270013,1578.0612844866578,1627.7777777777778,1760.4110530336993,1482.7542769739612
21,-2.4,4.5,0.0,3.1,40.4,10.2,11.76,1.3,3946.4347909084627,3294.9647609139906,3238.8888888888887,3762.368481096537,3217.2483706971416
22,-5.6,7.0,,1.5,35.5,10.2,11.87,2.1,3330.983039348711,2845.299412030755,2852.777777777778,3274.345767619162,2616.1681494705253
23,-2.8,6.6,,1.5,54.6,10.3,9.13,6.9,2653.501057648819,2226.308367254636,2194.444444444445,2689.202115006889,2097.1816267685226
24,-6.2,2.3,,2.9,29.0,10.3,5.97,7.0,809.6948717948717,929.156177156177,1113.888888888889,772.6382439517288,710.8661751848302
25,-7.4,2.8,0.3,1.7,47.6,10.3,9.71,3.0,2427.65034965035,2027.5090909090904,1952.7777777777776,2142.9147453718383,1979.7629155227635
26,-3.2,6.1,0.0,1.0,60.0,10.3,4.48,7.5,847.8542457542458,924.2096015096015,863.8888888888888,802.6230240555648,742.4762234456944
27,2.0,4.9,16.0,1.7,92.9,10.4,0.54,9.3,73.08321678321678,73.74102564102564,75.0,86.27906885170692,8.627899391564926
28,-3.6,10.1,,1.0,37.1,10.5,11.81,3.9,1443.7638694638695,1526.3687645687646,1969.4444444444441,1420.0602469164487,1378.7076773141682
29,0.1,9.3,,1.3,54.9,10.5,6.87,8.1,2389.200466200466,2206.306293706294,1894.4444444444446,2318.863454294959,2096.562108972192
30,-8.2,6.3,0.5,3.5,45.5,10.5,13.09,4.3,2117.207248307248,2025.079464979465,2291.666666666667,1906.8799955555066,1876.9291478787684
31,-10.2,-1.3,,2.3,31.5,10.6,12.08,6.1,3047.8263240635333,2713.950479752805,2883.333333333333,3040.1640529385277,2656.71100484916
32,-8.6,-1.9,,2.7,30.0,10.6,13.27,4.4,3564.2878126848273,3114.060748704032,3291.6666666666665,3522.7985136059906,3116.6747839295826
33,-9.1,-1.9,,1.7,31.3,10.6,7.83,7.5,2466.762777023971,2227.8661239258254,2138.8888888888887,2607.178086861385,2244.6960599533854
34,-7.5,2.0,,2.3,34.9,10.7,14.53,0.4,2258.7544398907103,2208.860011487829,2586.1111111111113,2204.753784073011,2000.6581201777456
35,-4.1,3.7,0.0,1.9,35.5,10.7,12.34,5.6,3581.557444638694,3257.9772144522144,3294.444444444445,3321.764488335984,3086.956492970867
36,-5.7,2.5,,2.4,26.6,10.7,14.15,1.8,3648.0783400057658,3346.772903112642,3413.888888888889,3436.7056093405026,3229.6667501760453
37,-5.9,6.3,,1.4,24.3,10.8,14.39,5.3,3783.958480325645,3352.699944334273,3405.5555555555557,3674.972181548985,3162.655920961177
38,-2.9,0.9,2.2,1.9,72.8,10.8,3.57,9.1,1007.3466757123474,1032.0067842605156,822.2222222222221,1060.83408960559,674.2696755008666
39,-5.1,1.5,0.2,2.6,59.0,10.9,13.19,2.4,2950.1305361305363,2733.3624708624707,2611.1111111111113,2476.194998114252,2644.4253970555196
40,-6.8,4.6,,1.9,47.4,10.9,16.08,0.1,1737.8181818181815,2088.166666666667,2675.0,1812.9057345610822,1737.5486674584456
41,-0.1,4.5,0.0,2.1,67.8,11.0,6.26,6.5,1707.8636363636363,1709.9696969696968,1475.0,1649.1162516684274,1609.6032383183701
42,-2.6,9.0,,1.5,59.4,11.0,14.6,0.0,523.8484848484849,333.1818181818182,141.66666666666666,536.764121168958,421.1006306049141
43,0.5,14.5,,1.1,41.0,11.1,16.04,2.9,2819.8195804195807,3043.3629370629374,3388.8888888888887,2719.973304429246,2541.870252003794
44,1.2,13.7,,1.8,45.0,11.2,16.07,1.6,2758.666666666667,2964.469696969697,3286.1111111111113,2605.5405961722336,2483.5573371006435
45,1.3,10.2,,2.3,55.8,11.2,14.21,4.8,3577.812050268572,3627.7700010134795,3666.666666666666,3398.90619102937,3147.026326781768
46,-1.5,12.0,,1.6,32.8,11.2,16.25,3.6,1101.3715995715997,1421.6614628614627,1980.5555555555557,1095.7638895221296,1089.271444936115
47,4.7,14.0,,1.6,31.3,11.3,12.84,7.5,3158.0826183766485,2684.953818320983,2352.7777777777783,3114.9687850601863,2607.842246765607
48,2.0,12.8,,2.0,39.5,11.3,14.07,3.3,2521.4154247391953,2053.2410581222057,1441.6666666666665,2623.4893187910916,2083.983137807551
49,1.2,13.0,,2.1,42.3,11.3,15.38,0.3,3189.986703772418,3096.6450216450216,3044.4444444444443,2909.993499359674,2756.5088098997767
50,1.3,14.7,,1.1,37.6,11.4,13.57,5.8,3321.714342520225,2735.4282256958727,2525.0,2958.610741195325,2760.152437600426
51,2.5,16.1,,1.5,36.4,11.4,15.37,4.8,2576.6212121212125,2602.590909090909,3019.444444444445,2566.057860114631,2231.278846844672
52,5.0,16.3,,1.9,46.1,11.5,14.87,2.3,2960.707725607726,2901.3832389832387,2966.6666666666665,2713.8596330275363,2521.7596245140326
53,5.6,12.9,,2.0,66.3,11.5,9.21,8.6,2852.7006993006994,2742.6233100233094,2511.111111111111,2665.478823266324,2477.2670879781094
54,5.7,12.4,,2.0,55.0,11.5,10.39,6.3,1489.8466200466203,1532.8086247086246,1683.3333333333333,1610.4627384047676,1331.8610404709837
55,3.1,12.7,,2.2,51.1,11.6,15.76,1.5,3107.7291375291375,3069.4421911421914,3272.2222222222226,3070.491788652314,2693.984424048271
56,0.6,13.4,,1.9,39.4,11.6,18.67,0.1,1138.2004155265026,1632.3263200567549,2222.2222222222217,1313.6835093194036,1123.424994631516
57,-0.4,14.9,,1.3,31.8,11.7,14.44,5.4,3214.8871794871798,3220.702797202797,3375.0,3678.472859334646,2773.1360017639345
58,6.7,15.3,,1.2,26.4,11.7,8.91,7.1,1848.172338772339,1911.5353535353534,1550.0000000000002,1823.891686952171,1670.2548942685555
59,3.5,10.0,0.0,1.8,61.0,11.8,9.72,4.9,2647.7261072261067,2409.58648018648,2333.3333333333335,2889.7758202186037,2300.4872465324643
60,-0.3,7.9,0.0,2.7,55.1,11.8,5.15,4.9,865.15337995338,979.9459207459208,999.9999999999999,844.9450925295582,805.3317013595671
61,-0.4,8.5,0.0,3.3,38.5,11.8,17.87,1.8,3637.768065268065,3857.230303030303,3955.5555555555557,3448.5957708311216,3427.7027338425596
62,-1.7,10.0,0.0,1.9,45.3,11.9,14.02,5.5,3083.3806526806525,2749.893473193473,2644.4444444444443,3231.132091114141,2662.92644030117
63,1.6,11.3,3.5,1.6,72.8,11.9,9.93,7.4,1650.6041958041958,1607.1289044289044,1644.4444444444443,1972.4759601884034,1485.7191307202977
64,0.2,9.2,,1.8,69.9,12.0,11.76,5.5,1513.4312354312356,1555.8918414918414,1475.0,1498.433809949657,1437.4307199600055
65,2.6,12.4,,2.0,55.4,12.0,19.62,2.0,3183.1594405594406,3616.574592074592,3847.222222222222,3237.808018713408,2885.8531140820382
66,1.4,14.4,,1.4,43.8,12.0,16.33,6.3,654.3235294117648,436.2647058823529,250.0,643.7291720116325,588.6067056835371
67,3.4,16.7,,1.4,52.0,12.1,15.01,1.4,1170.0752913752913,1443.4391608391606,1861.1111111111109,1122.148731707101,1069.9899453142114
68,7.1,14.6,16.5,1.4,79.0,12.1,4.38,8.8,982.4170163170164,994.630536130536,916.6666666666666,1200.3629331889022,866.5680042777221
69,1.9,11.1,3.3,2.9,77.4,12.2,7.51,7.9,1268.4058275058276,1409.6263403263404,1488.888888888889,1096.1117835232405,1216.5127676146938
70,-0.7,8.3,,2.8,40.9,12.2,21.87,0.8,3580.937296037296,3494.4030303030304,3158.3333333333335,3558.0224330624287,3313.181119339364
71,-0.4,8.2,1.7,2.4,46.9,12.2,12.62,3.0,621.3557109557111,1025.4585081585083,1436.1111111111109,668.8279735860327,639.8787981772631
72,8.9,16.2,,3.0,66.4,12.4,10.84,8.5,1870.0151515151515,1880.2121212121212,1702.7777777777778,1669.4984198207694,1733.1675837046366
73,5.6,14.6,,2.6,49.9,12.4,18.21,6.1,4587.848484848485,4401.318181818182,4033.333333333333,4611.653533223134,4018.7817261377204
74,5.5,15.1,,2.1,33.1,12.5,21.22,4.6,3313.8619327756837,3585.2561509942707,3663.888888888889,3456.6294430207226,2936.510605877549
75,1.3,13.0,,2.2,36.9,12.6,22.96,0.3,5052.151515151514,4983.242424242425,4519.444444444445,4908.441405085918,4582.581290902884
76,7.0,17.2,0.0,2.9,41.0,12.8,20.11,3.0,3041.410549614413,3361.122491930867,3199.9999999999995,2935.279455472554,2798.0534750856477
77,5.9,12.2,0.8,1.1,39.9,12.8,4.48,8.5,785.2300699300702,805.0184149184149,613.8888888888888,800.3826612312015,715.9833757004891
78,5.6,20.3,,1.7,43.1,12.8,21.77,4.4,5274.651515151515,5411.136363636364,5247.222222222223,5115.975455119648,4663.07792763948
79,7.6,17.2,,2.5,25.6,12.9,23.74,3.3,3954.1613053613055,3644.513053613053,3088.8888888888887,3885.7693551335883,3499.8898849682028
80,4.7,10.2,5.6,1.8,78.4,12.9,6.98,8.3,1139.0738927738928,1220.8289044289047,1408.3333333333335,1130.8342276492783,1162.152463812779
81,4.3,15.7,,1.9,58.0,13.0,20.94,4.6,3473.4372960372957,3244.3993006993005,3444.444444444445,3454.827136197822,3059.166314391825
82,5.5,18.4,,2.2,48.5,13.0,23.73,1.8,4338.961538461538,4329.6221445221445,3311.111111111111,4166.440490635281,3590.40812387259
83,3.9,18.1,,1.8,30.9,13.2,24.07,0.0,1469.1586538461538,1565.14375,1697.2222222222222,1526.2064887722186,1447.439967408087
84,6.8,22.6,,1.6,26.3,13.2,23.58,4.8,1032.5,994.0,644.4444444444445,1054.0846543960888,798.4493221378838
85,9.1,21.8,,1.9,37.5,13.2,24.94,3.9,3964.2407925407924,3988.710955710956,3158.3333333333335,3999.69511558814,3410.432431159479
86,12.2,20.2,0.3,1.9,77.8,13.4,13.42,7.9,499.2413793103448,515.3448275862069,500.0,502.38428716134575,476.2390200773895
87,10.7,28.2,,1.4,50.6,13.4,23.42,2.3,1769.5914835164835,1707.5793956043958,1027.7777777777778,1760.310947077042,1425.5518839528688
88,9.4,17.2,11.3,2.0,75.9,13.5,3.48,9.4,345.3556104337088,351.08982867726496,505.55555555555554,503.9291266587226,273.50119446031715
89,6.2,9.9,4.9,1.5,82.1,13.6,3.51,8.0,728.8030303030304,745.4393939393939,608.3333333333334,752.4320304725729,753.1581316219667
90,4.1,18.2,,1.7,52.6,13.6,23.24,4.8,5242.400490998363,5244.320205326589,4452.777777777777,5288.202910483318,4475.844373207463
91,8.3,17.3,,0.9,52.9,13.7,9.81,5.8,968.2121212121212,980.318181818182,974.9999999999999,1293.3854975078057,946.8760224787329
92,11.2,22.2,,2.3,48.9,13.7,24.41,1.9,4460.344055944057,4558.26048951049,3936.1111111111104,4354.186047210716,3945.9365856753466
93,10.6,25.3,,2.3,28.5,13.8,27.27,0.0,5765.893240093239,5823.826107226107,4786.11111111111,5663.314004552288,4873.067275413458
94,9.8,19.8,0.0,3.1,27.1,13.9,28.25,0.3,4127.636911736911,4076.671694071694,3038.888888888889,4170.582434903945,3652.468884153947
95,10.3,26.8,,1.9,48.0,14.0,25.19,3.5,5446.998135198136,5526.88648018648,4758.333333333334,5406.120916626178,4550.288300139197
96,13.2,28.3,,1.8,39.0,14.1,25.19,2.0,5591.300233100233,5704.727272727272,5000.0,5524.286387595107,4678.868045342736
97,15.5,22.8,0.0,1.6,43.4,14.1,8.51,8.3,1876.4031468531468,1907.1212121212122,1827.7777777777778,2079.3150920499643,1714.8876777813991
98,19.1,25.9,0.0,2.1,46.8,14.3,16.28,8.5,3378.821212121212,3481.648251748252,3350.0,3171.4556543433446,3074.5193645702184
99,17.9,21.6,22.0,1.2,93.0,14.3,5.22,10.0,1088.4145687645687,1110.3498397435897,1086.111111111111,1131.485331231087,1124.8120354741297
100,15.0,29.2,,1.7,45.0,14.4,27.36,0.0,5880.578013163307,6028.819457013575,5361.111111111111,5892.243907740359,4908.287081471985
101,13.3,26.5,,2.0,48.4,14.5,28.48,0.4,4876.176923076923,4898.0628205128205,3897.222222222222,4976.343342208601,4089.656264720043
102,14.6,24.5,0.0,2.4,48.0,14.5,18.28,7.9,3955.3310023310023,3989.0445221445225,3702.777777777778,3916.7887285216657,3542.1813657501607
103,16.1,23.3,,2.8,49.6,14.6,27.46,2.3,4012.732400932401,3990.275058275058,3047.2222222222226,4174.50799633188,3522.8348163910064
104,14.8,23.7,,1.9,60.5,14.6,21.1,5.5,4983.068997668997,5136.865967365967,5074.999999999999,5246.268869466149,4551.765735121733
105,14.1,27.8,,1.7,42.1,14.6,26.48,0.6,6262.400466200466,6448.737296037296,5958.333333333333,6500.685431485704,5346.410356831441
106,17.6,29.0,,2.2,56.4,14.6,26.21,3.0,4878.544988344989,4962.356099456099,4255.555555555557,5013.804668812528,4167.019130130362
107,18.6,25.1,7.5,1.2,75.9,14.7,5.33,9.1,84.90566037735849,86.56603773584905,163.88888888888889,141.89009175463954,79.73073609148896
108,15.5,26.1,,1.4,51.1,14.7,21.58,3.5,3291.176223776224,3312.9902097902104,2569.4444444444443,3219.465541813211,2789.24903359786
109,16.1,26.4,,1.8,57.1,14.7,25.26,1.1,388.6825396825397,427.6190476190477,597.2222222222222,426.1123045754767,376.29801471826204
110,16.1,27.2,,1.6,55.4,14.8,22.45,3.9,4283.196503496504,4364.992307692307,3469.444444444444,4191.505373905623,3643.6167887342453
111,18.1,26.2,0.0,2.3,59.1,14.8,25.36,4.5,1947.8808651665795,2047.2619047619046,1897.2222222222222,1958.099842101089,1636.3164414634032
112,17.0,24.8,13.8,1.5,78.6,14.8,11.26,9.5,1207.1405594405594,1232.6379953379956,1072.2222222222224,1214.77864876554,1078.9981781117988
113,18.9,25.4,0.2,1.9,77.8,14.8,11.24,9.4,1596.506993006993,1634.6701631701633,1616.6666666666665,1457.6431932077799,1504.3787828186503
114,19.8,27.8,,1.9,70.6,14.8,20.91,8.0,3558.397902097902,3670.7650349650353,3444.4444444444443,3393.2450148642615,3124.220238450566
115,19.4,26.1,0.2,1.7,72.9,14.8,12.51,7.3,1111.2517704517707,1156.0617826617827,1194.4444444444446,844.6714134519011,1066.4594314437768
116,17.7,30.6,,1.5,42.3,14.8,27.01,2.1,5796.707922798595,5930.221535982674,5175.000000000001,5998.0133693311645,4904.785901842965
117,20.7,29.5,0.0,1.3,52.6,14.8,12.11,9.5,1743.4284382284382,1787.9414918414918,1972.2222222222222,1890.870733103231,1632.1917022262544
118,22.3,29.0,0.0,1.7,67.3,14.8,10.92,8.5,1081.0151515151515,1164.9545454545453,1555.5555555555557,1096.3168712402653,1025.2122029883424
119,19.6,27.7,1.5,1.2,72.0,14.8,12.49,8.1,2094.878787878788,2196.9090909090905,1983.3333333333335,1715.8124022532904,1989.990065603993
120,21.2,27.4,,1.7,64.6,14.7,12.62,6.4,2597.4653431466622,2616.4844951870473,2022.2222222222226,2684.0934556082807,2285.4190656045744
121,20.0,32.8,,1.9,59.6,14.7,27.41,2.4,4746.060606060606,4808.075757575758,3786.1111111111113,5084.601228021008,3900.4249795479523
122,20.2,35.0,0.0,1.5,42.1,14.7,24.78,3.8,5898.579953379954,6085.942191142191,4911.11111111111,5783.131040354401,4863.058907573023
123,24.6,36.1,,1.7,40.9,14.7,25.87,3.4,6047.9473193473195,6259.237296037296,5800.0,6483.0157441097535,5102.778468439186
124,21.2,31.0,,2.0,46.6,14.6,20.54,6.0,1827.8682983682984,1975.188578088578,1991.6666666666665,1667.9945505630371,1705.2959716803816
125,19.3,27.3,8.5,2.0,64.1,14.6,13.4,8.4,58.66666666666666,61.61904761904761,113.88888888888887,58.77493227493226,49.03655794391085
126,21.2,31.6,,1.6,64.6,14.5,20.36,4.5,2401.545454545454,2460.818181818182,1958.3333333333335,2327.116576628397,2033.3628732567258
127,22.1,27.4,7.7,1.1,80.0,14.5,7.32,7.5,1986.4393939393938,2036.5909090909092,1650.0,1917.3602078330955,1814.1823778002954
128,23.3,32.1,,1.2,65.0,14.5,12.78,6.4,2708.578787878788,2797.3720279720283,2233.3333333333335,2275.2468844781833,2335.6269688516454
129,25.2,27.2,1.0,1.6,82.3,14.3,3.17,9.6,284.21212121212125,293.3484848484848,244.4444444444445,211.65913474677214,245.0242799492202
130,25.6,27.4,9.7,1.2,90.1,14.3,3.47,9.9,315.46969696969694,326.4090909090909,402.77777777777777,323.47589882642603,272.9604607148268
131,23.7,25.9,60.0,1.7,95.3,14.3,2.35,9.9,100.78787878787878,106.15151515151516,219.44444444444443,176.06185841289835,77.36017244975491
132,26.3,30.8,1.2,3.4,75.3,14.2,8.26,8.8,855.2714097496706,868.7806324110672,988.8888888888889,1076.4074824764057,804.6736702419125
133,24.0,27.5,62.3,2.2,91.1,14.1,3.01,9.8,809.9545454545454,831.5606060606061,611.1111111111111,569.9084811734658,739.2512461628394
134,25.6,36.0,3.0,1.3,69.0,14.0,21.04,3.6,3849.1186167066767,3847.546505236057,2863.888888888889,3742.4365673814955,3101.1669310524426
135,25.0,34.4,8.6,1.2,75.9,14.0,17.53,5.8,4783.484848484849,4893.212121212121,4466.666666666667,4954.549635691587,4033.598223585915
136,25.6,35.9,,1.1,65.5,14.0,20.66,2.5,4066.279020979021,4209.204662004662,3780.5555555555557,4093.939746348508,3407.8698521456026
137,27.9,36.8,,1.5,51.4,13.9,22.91,6.8,5828.170705911004,6039.274908673416,5777.777777777777,5907.422927565531,4946.92172755515
138,26.3,35.7,6.7,2.5,53.6,13.8,21.52,6.8,3890.1515151515155,4027.181818181818,3877.777777777778,4340.045545746583,3334.9246367436585
139,24.8,28.5,56.2,1.3,91.8,13.7,4.8,8.9,927.0026302056153,952.7137981421565,974.9999999999999,806.1317329768654,925.5116309401474
140,25.9,35.7,,1.5,63.9,13.7,20.99,4.0,3968.221212121212,4001.658508158508,3033.3333333333335,3915.7290664216994,3237.23063874702
141,23.9,28.6,16.2,1.3,82.0,13.7,5.51,9.1,693.1897435897436,729.0575757575757,894.4444444444446,741.0958523391837,695.6012074190606
142,23.0,29.5,0.1,2.2,74.5,13.6,14.1,6.3,2505.1363636363635,2608.4242424242425,2322.222222222222,2201.430046259327,2324.0883588168304
143,23.4,28.8,0.0,2.5,69.5,13.6,13.25,5.0,2146.7878787878785,2238.515151515151,1902.7777777777776,1809.2400988804523,1967.3053841018525
144,21.2,31.3,,1.1,60.6,13.5,18.16,4.6,3613.9671328671334,3807.8358974358976,3408.333333333334,3446.4985013203764,3156.9929908300296
145,23.2,32.8,,1.5,56.3,13.5,21.06,2.6,4895.5,4986.651515151516,4566.666666666667,4958.839001209453,4128.402749096368
146,23.0,31.4,,1.7,66.5,13.4,23.16,6.3,5411.942657342657,5562.890909090909,4941.666666666666,5698.478557739828,4628.431421363791
147,22.7,30.5,,2.1,58.4,13.4,23.84,4.4,3480.8760950492297,3488.1689733152416,2661.111111111111,3569.6542949579234,2896.8260385346744
148,21.5,27.3,,1.5,60.9,13.3,8.25,5.5,615.0612276612277,634.2387723387724,344.44444444444446,514.6981544953449,607.7655565416214
149,20.1,26.4,36.9,2.2,77.1,13.1,,5.6,1078.969696969697,1190.3939393939395,1294.4444444444443,1053.6696161296677,1048.449607817896
150,22.0,28.0,0.0,2.3,67.6,12.9,11.6,8.5,3157.4387642208544,3258.98636189681,3130.5555555555557,3060.691312077828,2934.787633366663
151,21.2,25.5,22.7,2.5,89.0,12.9,5.68,9.3,327.1212121212121,353.77272727272725,838.8888888888889,363.7415389823914,272.73032427022036
152,21.5,27.6,36.4,2.0,91.4,12.9,6.07,9.0,1147.7437810945273,1145.0090456806872,830.5555555555557,1139.1274396421788,1036.5869654989044
153,21.6,29.1,2.4,2.1,79.8,12.8,9.29,10.0,2408.3976655185606,2482.8517412935325,1988.888888888889,2129.6739765586203,2240.0906039431347
154,22.6,29.5,2.8,6.0,72.9,12.8,2.95,10.0,60.84121212121212,63.014545454545456,100.0,69.7516679252455,6.570540091461733
155,22.4,28.0,0.0,1.7,74.3,12.7,10.04,9.3,2755.856643356643,2816.4636363636364,2472.2222222222226,2570.2989338436805,2537.044440444504
156,22.1,26.5,63.2,2.4,93.4,12.7,5.74,9.8,850.3955223880597,858.1598824061509,658.3333333333334,774.323047812195,716.3832966548929
157,18.3,29.3,0.1,1.7,60.4,12.5,21.35,4.3,5289.515658850952,5436.75572466749,4927.777777777778,5382.200409617761,4426.908876440222
158,20.8,24.1,0.3,1.2,80.0,12.5,3.34,8.8,214.39279588336194,221.46083476272156,138.8888888888889,126.35683632239298,218.3230180685321
159,19.5,30.0,,1.7,70.4,12.5,18.19,5.5,4070.121212121212,4170.742424242424,3097.2222222222217,3736.3407360423653,3447.6356661026875
160,20.7,30.5,,2.1,53.0,12.4,19.91,3.6,3427.305797850574,3627.4081971096903,3891.6666666666665,3536.5112316211107,2978.9941842785743
161,18.0,29.0,,2.1,41.6,12.4,20.01,6.4,3634.9351981351983,3724.879953379954,3647.2222222222217,3888.9605364520417,3082.697502297022
162,16.0,25.4,,3.1,46.0,12.4,21.9,1.1,5125.790909090908,5213.586480186481,4483.333333333334,5223.904706062071,4365.891570269888
163,15.8,24.2,,2.1,52.8,12.3,8.64,9.4,204.21951219512195,209.3170731707317,166.66666666666666,333.2575165866153,208.23359479916783
164,17.3,19.6,0.4,3.8,63.4,12.2,3.2,9.4,2.7,2.8,30.555555555555557,6.156054614638512,0.3027777597308147
165,16.9,24.6,,2.2,51.1,12.2,16.92,3.1,3812.430417840866,3822.641008245486,3044.4444444444443,3838.568670682218,3145.993636735849
166,14.8,27.4,,1.4,64.4,12.1,16.44,5.9,4481.31585081585,4567.222144522145,4344.444444444444,4782.113524723843,3885.5722974608084
167,17.7,29.0,,1.9,59.3,12.0,15.5,8.4,3890.9638694638697,3946.4526806526806,3436.1111111111113,3828.4571733197263,3345.002577680881
168,17.9,28.6,,1.7,60.6,11.9,18.83,0.3,5089.912935323382,5264.829008802142,4980.555555555556,5139.816110668839,4298.524716364442
169,16.4,29.9,,1.6,61.0,11.9,18.37,0.0,5155.000000000001,5315.151515151515,4877.777777777778,5176.147534836605,4301.351511771323
170,18.0,27.8,,2.1,71.5,11.7,16.23,3.6,4628.4541731899935,4732.3587099467695,4294.444444444444,4481.352784742575,3976.532866666334
171,14.7,21.9,0.6,2.9,72.6,11.7,8.24,7.0,382.8125,397.0,461.1111111111112,441.26610652321733,299.22835350292945
172,13.3,17.9,25.4,1.8,92.0,11.6,1.49,9.5,289.3333333333333,299.27272727272725,222.22222222222226,223.4192574420339,279.5555038148626
173,10.6,19.8,,2.6,58.8,11.6,16.78,2.6,3139.776223776224,3297.5592074592073,3375.0,2990.6807053331263,2863.0973714336646
174,7.7,20.4,,1.7,48.3,11.5,17.42,1.9,4985.932400932401,5073.168531468531,4622.222222222223,5008.5059787335595,4332.28187741264
175,10.7,19.8,,1.3,60.9,11.5,8.06,9.0,1604.5606060606062,1674.1363636363633,1750.0000000000002,1649.8095739342427,1545.4241454653393
176,12.1,23.8,,1.9,52.6,11.4,16.52,2.1,4675.605448283061,4780.210771318234,4425.0,4651.926213596756,4013.0087206074386
177,9.5,19.6,,2.5,56.9,11.3,14.54,1.9,2908.0757575757575,3042.1818181818185,3344.4444444444443,3142.6301540431277,2653.2700250588023
178,9.0,20.8,,1.6,58.3,11.2,15.6,5.3,3659.2869463869465,3761.0825174825172,3863.888888888889,3817.3854754460017,3206.927653470755
179,10.9,24.6,,1.0,61.0,11.1,14.4,2.1,4162.467599067599,4241.086013986014,3894.444444444445,4149.437754532873,3567.944727823275
180,6.6,14.9,,2.5,60.0,10.9,13.08,2.3,2788.787878787879,2838.694172494173,2608.333333333333,2707.636124524845,2508.4307530878295
181,4.7,17.4,,1.6,59.0,10.8,14.45,0.9,1450.6221322537112,1378.7589743589742,694.4444444444443,1335.6132248837177,1162.2700287791397
182,7.4,17.7,1.7,2.5,65.9,10.8,11.62,5.6,3014.617453379953,2982.70356934732,2550.0,3112.2240007969885,2649.5846568633992
183,8.2,17.6,0.1,2.3,61.0,10.8,12.41,1.6,3613.2736427550944,3672.9953342356566,3377.777777777778,3627.0362578751074,3221.887082187252
184,8.4,19.7,,2.3,73.8,10.7,10.34,4.6,2793.0350961538466,2782.4627622377625,2388.888888888889,2757.7175795282346,2404.799976486187
185,11.4,20.5,,1.8,57.9,10.7,13.85,1.9,3552.4368298368295,3662.6405594405587,3575.0,3509.6817631170757,3116.0183294012736
